method,power,fdp,v
mkn,0.9875,0.0125,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0.7375,0,0.5
pkn,0.9,0,0.75
pkn,0.9,0,1
pkn,0.9125,0,1.25
pkn,0.925,0.013333333333333334,1.5
pkn,0.925,0.013333333333333334,1.75
pkn,0.95,0.012987012987012988,2
pkn,0.95,0.012987012987012988,2.25
pkn,0.95,0.012987012987012988,2.5
pkn,0.9625,0.01282051282051282,2.75
pkn,0.9625,0.01282051282051282,3
pkn,0.975,0.012658227848101266,3.25
pkn,0.9625,0.01282051282051282,3.5
pkn,0.9875,0.0125,3.75
pkn,0.9875,0.0125,4
pkn,0.9875,0.0125,4.25
pkn,1,0.024390243902439025,4.5
pkn,0.9875,0.024691358024691357,4.75
pkn,1,0.024390243902439025,5
