method,power,fdp,v
mkn,0.925,0.02631578947368421,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0.7125,0,0.5
pkn,0.775,0,0.75
pkn,0.825,0.014925373134328358,1
pkn,0.85,0.014492753623188406,1.25
pkn,0.875,0.014084507042253521,1.5
pkn,0.875,0.014084507042253521,1.75
pkn,0.875,0.014084507042253521,2
pkn,0.8875,0.013888888888888888,2.25
pkn,0.9125,0.013513513513513514,2.5
pkn,0.9125,0.013513513513513514,2.75
pkn,0.925,0.02631578947368421,3
pkn,0.925,0.02631578947368421,3.25
pkn,0.925,0.02631578947368421,3.5
pkn,0.9375,0.025974025974025976,3.75
pkn,0.9375,0.025974025974025976,4
pkn,0.9375,0.025974025974025976,4.25
pkn,0.9375,0.025974025974025976,4.5
pkn,0.9375,0.038461538461538464,4.75
pkn,0.9375,0.038461538461538464,5
