method,power,fdp,v
mkn,0.9625,0.07228915662650602,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0,0,0.5
pkn,0.9,0,0.75
pkn,0.925,0.02631578947368421,1
pkn,0.925,0.02631578947368421,1.25
pkn,0.9375,0.025974025974025976,1.5
pkn,0.95,0.05,1.75
pkn,0.9625,0.04938271604938271,2
pkn,0.9625,0.06097560975609756,2.25
pkn,0.9625,0.06097560975609756,2.5
pkn,0.9625,0.07228915662650602,2.75
pkn,0.9625,0.07228915662650602,3
pkn,0.9625,0.07228915662650602,3.25
pkn,0.9625,0.07228915662650602,3.5
pkn,0.9625,0.07228915662650602,3.75
pkn,0.9625,0.07228915662650602,4
pkn,0.9625,0.07228915662650602,4.25
pkn,0.9625,0.07228915662650602,4.5
pkn,0.9625,0.08333333333333333,4.75
pkn,0.9625,0.08333333333333333,5
