method,power,fdp,v
mkn,0.5,0.047619047619047616,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0,0,0.5
pkn,0.375,0,0.75
pkn,0.4125,0.029411764705882353,1
pkn,0.425,0.02857142857142857,1.25
pkn,0.45,0.02702702702702703,1.5
pkn,0.45,0.02702702702702703,1.75
pkn,0.5,0.047619047619047616,2
pkn,0.525,0.06666666666666667,2.25
pkn,0.525,0.06666666666666667,2.5
pkn,0.5375,0.06521739130434782,2.75
pkn,0.5375,0.06521739130434782,3
pkn,0.5375,0.06521739130434782,3.25
pkn,0.5375,0.06521739130434782,3.5
pkn,0.55,0.06382978723404255,3.75
pkn,0.5625,0.0625,4
pkn,0.5875,0.06,4.25
pkn,0.5875,0.06,4.5
pkn,0.5875,0.06,4.75
pkn,0.6,0.058823529411764705,5
