method,power,fdp,v
mkn,0.4375,0,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0.2375,0,0.5
pkn,0.3,0,0.75
pkn,0.4,0,1
pkn,0.4,0,1.25
pkn,0.4375,0,1.5
pkn,0.45,0,1.75
pkn,0.4625,0.02631578947368421,2
pkn,0.4625,0.02631578947368421,2.25
pkn,0.4875,0.025,2.5
pkn,0.5375,0.022727272727272728,2.75
pkn,0.5625,0.021739130434782608,3
pkn,0.575,0.02127659574468085,3.25
pkn,0.575,0.02127659574468085,3.5
pkn,0.575,0.02127659574468085,3.75
pkn,0.575,0.02127659574468085,4
pkn,0.575,0.041666666666666664,4.25
pkn,0.6,0.04,4.5
pkn,0.6,0.04,4.75
pkn,0.6,0.04,5
