method,power,fdp,seedB
vanilla,0.82,0.06818181818181818,1
multiple,0.7,0,1
vanilla,0.88,0.022222222222222223,2
multiple,0.7,0,2
vanilla,0.48,0,3
multiple,0.68,0,3
vanilla,0.86,0.044444444444444446,4
multiple,0.78,0,4
vanilla,0.78,0.025,5
multiple,0.72,0,5
vanilla,0.8,0.047619047619047616,6
multiple,0.8,0,6
vanilla,0.72,0,7
multiple,0.72,0,7
vanilla,0.86,0.022727272727272728,8
multiple,0.7,0,8
vanilla,0.6,0,9
multiple,0.72,0,9
vanilla,0.82,0.046511627906976744,10
multiple,0.68,0,10
vanilla,0.5,0,11
multiple,0.74,0,11
vanilla,0.64,0,12
multiple,0.74,0,12
vanilla,0.88,0,13
multiple,0.68,0,13
vanilla,0.84,0.08695652173913043,14
multiple,0.76,0,14
vanilla,0.64,0,15
multiple,0.74,0,15
vanilla,0.82,0.023809523809523808,16
multiple,0.68,0,16
vanilla,0.7,0,17
multiple,0.64,0,17
vanilla,0.82,0,18
multiple,0.72,0,18
vanilla,0.82,0.023809523809523808,19
multiple,0.74,0,19
vanilla,0.66,0,20
multiple,0.72,0,20
