method,power,fdp,seedB
vanilla,0.98,0.02,1
multiple,0.96,0.07692307692307693,1
vanilla,0.92,0.16363636363636364,2
multiple,0.94,0.06,2
vanilla,0.9,0.11764705882352941,3
multiple,0.96,0.058823529411764705,3
vanilla,0.92,0.08,4
multiple,0.94,0.06,4
vanilla,0.94,0.0784313725490196,5
multiple,0.96,0.04,5
vanilla,0.94,0.11320754716981132,6
multiple,0.94,0.06,6
vanilla,0.94,0.09615384615384616,7
multiple,0.94,0.0784313725490196,7
vanilla,1,0.16666666666666666,8
multiple,0.94,0.06,8
vanilla,0.98,0.18333333333333332,9
multiple,0.96,0.04,9
vanilla,0.94,0.09615384615384616,10
multiple,0.96,0.058823529411764705,10
vanilla,0.96,0.1111111111111111,11
multiple,0.96,0.04,11
vanilla,1,0.20634920634920634,12
multiple,0.94,0.04081632653061224,12
vanilla,0.98,0.19672131147540983,13
multiple,0.96,0.058823529411764705,13
vanilla,1,0.07407407407407407,14
multiple,0.96,0.07692307692307693,14
vanilla,0.96,0.15789473684210525,15
multiple,0.96,0.058823529411764705,15
vanilla,0.94,0.09615384615384616,16
multiple,0.96,0.058823529411764705,16
vanilla,0.9,0.1346153846153846,17
multiple,0.94,0.04081632653061224,17
vanilla,0.92,0.02127659574468085,18
multiple,0.96,0.04,18
vanilla,0.96,0.07692307692307693,19
multiple,0.94,0.0784313725490196,19
vanilla,0.94,0.11320754716981132,20
multiple,0.94,0.06,20
