method,power,fdp,seedB
vanilla,0.88,0.022222222222222223,1
multiple,0.98,0.0392156862745098,1
vanilla,0.94,0.09615384615384616,2
multiple,0.98,0.057692307692307696,2
vanilla,0.92,0.22033898305084745,3
multiple,0.98,0.0392156862745098,3
vanilla,0.92,0.16363636363636364,4
multiple,0.98,0.0392156862745098,4
vanilla,1,0.13793103448275862,5
multiple,0.98,0.057692307692307696,5
vanilla,0.98,0.125,6
multiple,0.98,0.057692307692307696,6
vanilla,0.98,0.1694915254237288,7
multiple,0.98,0.057692307692307696,7
vanilla,0.96,0.09433962264150944,8
multiple,0.98,0.0392156862745098,8
vanilla,0.98,0.27941176470588236,9
multiple,0.98,0.0392156862745098,9
vanilla,0.98,0.09259259259259259,10
multiple,0.98,0.0392156862745098,10
vanilla,0.94,0.0784313725490196,11
multiple,0.98,0.0392156862745098,11
vanilla,0.98,0.15517241379310345,12
multiple,0.98,0.0392156862745098,12
vanilla,0.98,0.125,13
multiple,0.98,0.057692307692307696,13
vanilla,0.98,0.125,14
multiple,0.98,0.057692307692307696,14
vanilla,0.96,0.09433962264150944,15
multiple,0.98,0.0392156862745098,15
vanilla,0.96,0.09433962264150944,16
multiple,0.98,0.057692307692307696,16
vanilla,0.98,0.18333333333333332,17
multiple,0.98,0.057692307692307696,17
vanilla,1,0.10714285714285714,18
multiple,0.98,0.057692307692307696,18
vanilla,0.98,0.07547169811320754,19
multiple,0.98,0.0392156862745098,19
vanilla,0.96,0.04,20
multiple,0.98,0.057692307692307696,20
