method,power,fdp,seedB
vanilla,0.96,0.04,1
multiple,0.98,0,1
vanilla,0.94,0.020833333333333332,2
multiple,0.98,0,2
vanilla,0.94,0.11320754716981132,3
multiple,0.98,0.057692307692307696,3
vanilla,0.94,0.11320754716981132,4
multiple,0.98,0.02,4
vanilla,0.98,0.18333333333333332,5
multiple,0.98,0.0392156862745098,5
vanilla,0.94,0.0784313725490196,6
multiple,0.98,0.0392156862745098,6
vanilla,0.96,0.04,7
multiple,0.98,0.02,7
vanilla,0.96,0,8
multiple,0.98,0,8
vanilla,0.96,0.22580645161290322,9
multiple,0.98,0.0392156862745098,9
vanilla,0.94,0.020833333333333332,10
multiple,0.98,0.02,10
vanilla,0.98,0.10909090909090909,11
multiple,0.98,0.02,11
vanilla,0.98,0.07547169811320754,12
multiple,0.98,0.02,12
vanilla,0.98,0.19672131147540983,13
multiple,0.98,0,13
vanilla,0.96,0.058823529411764705,14
multiple,0.98,0.02,14
vanilla,0.94,0.11320754716981132,15
multiple,0.98,0,15
vanilla,1,0.3150684931506849,16
multiple,0.98,0.02,16
vanilla,0.96,0.1724137931034483,17
multiple,0.98,0.057692307692307696,17
vanilla,0.9,0.08163265306122448,18
multiple,0.98,0.02,18
vanilla,0.94,0.16071428571428573,19
multiple,0.98,0.07547169811320754,19
vanilla,0.98,0.09259259259259259,20
multiple,0.98,0,20
