method,power,fdp,seedB
vanilla,0.96,0.1111111111111111,1
multiple,0.98,0.02,1
vanilla,0.94,0.020833333333333332,2
multiple,0.98,0.02,2
vanilla,0.98,0.057692307692307696,3
multiple,1,0.038461538461538464,3
vanilla,1,0.09090909090909091,4
multiple,1,0.05660377358490566,4
vanilla,1,0.07407407407407407,5
multiple,0.98,0.02,5
vanilla,0.96,0.04,6
multiple,1,0.038461538461538464,6
vanilla,0.98,0.07547169811320754,7
multiple,0.98,0.02,7
vanilla,0.98,0.057692307692307696,8
multiple,0.98,0.0392156862745098,8
vanilla,1,0.038461538461538464,9
multiple,0.98,0.02,9
vanilla,0.96,0.2,10
multiple,0.98,0.02,10
vanilla,0.98,0.07547169811320754,11
multiple,0.98,0.057692307692307696,11
vanilla,0.96,0.1724137931034483,12
multiple,0.98,0.02,12
vanilla,1,0.10714285714285714,13
multiple,1,0.038461538461538464,13
vanilla,0.96,0.09433962264150944,14
multiple,0.98,0.02,14
vanilla,1,0.038461538461538464,15
multiple,1,0.038461538461538464,15
vanilla,1,0.1935483870967742,16
multiple,0.98,0.0392156862745098,16
vanilla,1,0.13793103448275862,17
multiple,0.98,0.0392156862745098,17
vanilla,1,0.21875,18
multiple,1,0.038461538461538464,18
vanilla,0.98,0.09259259259259259,19
multiple,1,0.0196078431372549,19
vanilla,0.96,0.07692307692307693,20
multiple,1,0.0196078431372549,20
