method,power,fdp,seedB
vanilla,0.84,0.125,1
multiple,0.58,0,1
vanilla,0.82,0.21153846153846154,2
multiple,0.6,0,2
vanilla,0.72,0,3
multiple,0.58,0,3
vanilla,0.6,0,4
multiple,0.58,0,4
vanilla,0.58,0,5
multiple,0.6,0,5
vanilla,0.72,0.05263157894736842,6
multiple,0.62,0,6
vanilla,0.74,0.11904761904761904,7
multiple,0.58,0,7
vanilla,0.92,0.14814814814814814,8
multiple,0.6,0,8
vanilla,0.78,0.04878048780487805,9
multiple,0.62,0,9
vanilla,0.68,0.05555555555555555,10
multiple,0.62,0,10
vanilla,0.86,0.14,11
multiple,0.6,0,11
vanilla,0.8,0.1111111111111111,12
multiple,0.68,0,12
vanilla,0.56,0,13
multiple,0.56,0,13
vanilla,0.68,0.15,14
multiple,0.6,0,14
vanilla,0.66,0.05714285714285714,15
multiple,0.56,0,15
vanilla,0.84,0.10638297872340426,16
multiple,0.68,0,16
vanilla,0.62,0,17
multiple,0.6,0,17
vanilla,0.78,0.07142857142857142,18
multiple,0.64,0,18
vanilla,0.86,0.0851063829787234,19
multiple,0.6,0,19
vanilla,0.7,0.05405405405405406,20
multiple,0.68,0,20
