method,power,fdp,seedB
vanilla,1,0.10714285714285714,1
multiple,1,0,1
vanilla,1,0.16666666666666666,2
multiple,0.98,0,2
vanilla,0.98,0.20967741935483872,3
multiple,0.98,0,3
vanilla,1,0.0196078431372549,4
multiple,0.96,0,4
vanilla,0.96,0.058823529411764705,5
multiple,1,0,5
vanilla,0.98,0.07547169811320754,6
multiple,1,0.0196078431372549,6
vanilla,0.96,0.058823529411764705,7
multiple,1,0,7
vanilla,1,0.18032786885245902,8
multiple,0.98,0,8
vanilla,1,0.12280701754385964,9
multiple,1,0,9
vanilla,0.96,0.058823529411764705,10
multiple,1,0,10
vanilla,0.96,0.1111111111111111,11
multiple,1,0,11
vanilla,0.98,0.20967741935483872,12
multiple,0.98,0,12
vanilla,1,0.13793103448275862,13
multiple,0.98,0,13
vanilla,0.98,0.02,14
multiple,0.98,0,14
vanilla,1,0.18032786885245902,15
multiple,1,0,15
vanilla,0.98,0.09259259259259259,16
multiple,1,0,16
vanilla,1,0.10714285714285714,17
multiple,1,0,17
vanilla,0.94,0.0784313725490196,18
multiple,1,0,18
vanilla,0.96,0.04,19
multiple,1,0,19
vanilla,1,0.038461538461538464,20
multiple,1,0,20
