method,power,fdp,seedB
vanilla,0.92,0.14814814814814814,1
multiple,0.78,0.07142857142857142,1
vanilla,0.8,0.09090909090909091,2
multiple,0.74,0.05128205128205128,2
vanilla,0.92,0.19298245614035087,3
multiple,0.86,0.0851063829787234,3
vanilla,0.82,0.19607843137254902,4
multiple,0.74,0.075,4
vanilla,0.84,0.10638297872340426,5
multiple,0.76,0.09523809523809523,5
vanilla,0.82,0.06818181818181818,6
multiple,0.84,0.08695652173913043,6
vanilla,0.8,0.09090909090909091,7
multiple,0.7,0.05405405405405406,7
vanilla,0.6,0.0625,8
multiple,0.8,0.09090909090909091,8
vanilla,0.84,0.10638297872340426,9
multiple,0.74,0.075,9
vanilla,0.86,0.12244897959183673,10
multiple,0.82,0.08888888888888889,10
vanilla,0.86,0.18867924528301888,11
multiple,0.82,0.08888888888888889,11
vanilla,0.82,0.08888888888888889,12
multiple,0.8,0.06976744186046512,12
vanilla,0.86,0.18867924528301888,13
multiple,0.74,0.075,13
vanilla,0.78,0.04878048780487805,14
multiple,0.78,0.07142857142857142,14
vanilla,0.92,0.19298245614035087,15
multiple,0.82,0.08888888888888889,15
vanilla,0.86,0.2037037037037037,16
multiple,0.86,0.0851063829787234,16
vanilla,0.88,0.13725490196078433,17
multiple,0.8,0.06976744186046512,17
vanilla,0.92,0.1320754716981132,18
multiple,0.82,0.08888888888888889,18
vanilla,0.92,0.2698412698412698,19
multiple,0.8,0.09090909090909091,19
vanilla,0.74,0.0975609756097561,20
multiple,0.8,0.06976744186046512,20
