method,power,fdp,seedB
vanilla,0.6,0.14285714285714285,1
multiple,0.48,0,1
vanilla,0.42,0,2
multiple,0.46,0,2
vanilla,0.66,0.10810810810810811,3
multiple,0.44,0,3
vanilla,0.44,0.12,4
multiple,0.44,0,4
vanilla,0.64,0.08571428571428572,5
multiple,0.48,0.04,5
vanilla,0.58,0.06451612903225806,6
multiple,0.5,0,6
vanilla,0.68,0.08108108108108109,7
multiple,0.44,0,7
vanilla,0.82,0.21153846153846154,8
multiple,0.52,0.07142857142857142,8
vanilla,0.76,0.19148936170212766,9
multiple,0.52,0.037037037037037035,9
vanilla,0.68,0.17073170731707318,10
multiple,0.5,0.038461538461538464,10
vanilla,0.7,0.14634146341463414,11
multiple,0.44,0,11
vanilla,0.54,0.03571428571428571,12
multiple,0.5,0.038461538461538464,12
vanilla,0.44,0.043478260869565216,13
multiple,0.48,0,13
vanilla,0.7,0.10256410256410256,14
multiple,0.48,0.04,14
vanilla,0.56,0.06666666666666667,15
multiple,0.5,0.07407407407407407,15
vanilla,0.48,0.04,16
multiple,0.48,0.07692307692307693,16
vanilla,0.88,0.26666666666666666,17
multiple,0.52,0.07142857142857142,17
vanilla,0.62,0.08823529411764706,18
multiple,0.5,0.07407407407407407,18
vanilla,0.26,0,19
multiple,0.5,0.07407407407407407,19
vanilla,0.48,0.04,20
multiple,0.5,0.07407407407407407,20
