method,power,fdp,seedB
vanilla,0.96,0.09433962264150944,1
multiple,0.96,0.058823529411764705,1
vanilla,0.96,0.09433962264150944,2
multiple,0.96,0.058823529411764705,2
vanilla,0.92,0.1320754716981132,3
multiple,0.96,0.058823529411764705,3
vanilla,0.98,0.18333333333333332,4
multiple,0.96,0.04,4
vanilla,0.94,0.0784313725490196,5
multiple,0.96,0.058823529411764705,5
vanilla,0.92,0.08,6
multiple,0.96,0.058823529411764705,6
vanilla,0.96,0.26153846153846155,7
multiple,0.96,0.058823529411764705,7
vanilla,0.96,0.07692307692307693,8
multiple,0.96,0.058823529411764705,8
vanilla,0.94,0.06,9
multiple,0.96,0.04,9
vanilla,0.96,0.1724137931034483,10
multiple,0.96,0.04,10
vanilla,0.94,0.0784313725490196,11
multiple,0.96,0.058823529411764705,11
vanilla,0.94,0.0784313725490196,12
multiple,0.96,0.04,12
vanilla,0.96,0.1111111111111111,13
multiple,0.96,0.04,13
vanilla,1,0.1935483870967742,14
multiple,0.96,0.04,14
vanilla,1,0.18032786885245902,15
multiple,0.96,0.04,15
vanilla,0.94,0.11320754716981132,16
multiple,0.96,0.058823529411764705,16
vanilla,0.9,0.0425531914893617,17
multiple,0.96,0.04,17
vanilla,0.86,0.044444444444444446,18
multiple,0.96,0.058823529411764705,18
vanilla,0.94,0.0784313725490196,19
multiple,0.96,0.04,19
vanilla,0.94,0.06,20
multiple,0.96,0.058823529411764705,20
