vkn,mkn,truth
2,2,0.6531972647421809
0,0,0
2,2,-0.6531972647421809
0,0,0
2,2,0.6531972647421809
0,0,0
2,2,-0.6531972647421809
2,0,0
2,2,0.6531972647421809
0,0,0
2,0,-0.6531972647421809
0,0,0
2,2,0.6531972647421809
1,0,0
2,2,-0.6531972647421809
0,0,0
2,2,0.6531972647421809
0,0,0
2,2,-0.6531972647421809
1,0,0
2,2,0.6531972647421809
0,0,0
2,2,-0.6531972647421809
0,0,0
2,2,0.6531972647421809
0,0,0
2,2,-0.6531972647421809
0,0,0
2,2,0.6531972647421809
0,0,0
2,2,-0.6531972647421809
0,0,0
2,2,0.6531972647421809
0,0,0
2,2,-0.6531972647421809
0,0,0
2,2,0.6531972647421809
0,0,0
2,2,-0.6531972647421809
0,0,0
2,2,0.6531972647421809
0,0,0
2,2,-0.6531972647421809
0,0,0
2,2,0.6531972647421809
2,2,0
2,2,-0.6531972647421809
0,0,0
2,2,0.6531972647421809
1,0,0
1,2,-0.6531972647421809
0,0,0
2,2,0.6531972647421809
0,0,0
1,0,-0.6531972647421809
1,0,0
2,2,0.6531972647421809
0,0,0
2,2,-0.6531972647421809
0,0,0
0,0,0.6531972647421809
0,0,0
2,2,-0.6531972647421809
0,0,0
2,2,0.6531972647421809
0,0,0
2,2,-0.6531972647421809
0,0,0
2,2,0.6531972647421809
0,0,0
0,0,-0.6531972647421809
0,0,0
2,2,0.6531972647421809
1,0,0
2,2,-0.6531972647421809
0,0,0
2,2,0.6531972647421809
0,0,0
2,2,-0.6531972647421809
0,0,0
2,2,0.6531972647421809
0,0,0
2,2,-0.6531972647421809
0,0,0
2,2,0.6531972647421809
0,0,0
2,2,-0.6531972647421809
0,0,0
2,2,0.6531972647421809
0,0,0
2,2,-0.6531972647421809
0,0,0
2,2,0.6531972647421809
0,0,0
2,2,-0.6531972647421809
2,2,0
2,0,0.6531972647421809
0,0,0
2,2,-0.6531972647421809
0,0,0
