method,power,fdp,seedB
vanilla,0.62,0,1
multiple,0.42,0,1
vanilla,0.66,0,2
multiple,0.5,0,2
vanilla,0.58,0.03333333333333333,3
multiple,0.38,0,3
vanilla,0.88,0.12,4
multiple,0.4,0,4
vanilla,0.78,0.025,5
multiple,0.44,0,5
vanilla,0.42,0,6
multiple,0.5,0,6
vanilla,0.62,0,7
multiple,0.52,0,7
vanilla,0.72,0.1,8
multiple,0,0,8
vanilla,0.42,0,9
multiple,0.48,0,9
vanilla,0.46,0,10
multiple,0.52,0,10
vanilla,0.54,0,11
multiple,0.4,0,11
vanilla,0.62,0,12
multiple,0.42,0,12
vanilla,0.48,0,13
multiple,0.44,0,13
vanilla,0.56,0,14
multiple,0.42,0,14
vanilla,0.68,0,15
multiple,0.42,0,15
vanilla,0.74,0.02631578947368421,16
multiple,0,0,16
vanilla,0,0,17
multiple,0.38,0,17
vanilla,0.44,0,18
multiple,0.38,0,18
vanilla,0.8,0.06976744186046512,19
multiple,0.46,0,19
vanilla,0.72,0,20
multiple,0.46,0,20
