method,power,fdp,seedB
vanilla,1,0.10714285714285714,1
multiple,0.98,0.057692307692307696,1
vanilla,0.94,0.04081632653061224,2
multiple,0.98,0.02,2
vanilla,0.98,0.14035087719298245,3
multiple,0.98,0.0392156862745098,3
vanilla,1,0.16666666666666666,4
multiple,0.98,0,4
vanilla,0.96,0.09433962264150944,5
multiple,0.98,0.02,5
vanilla,0.98,0.09259259259259259,6
multiple,0.98,0.057692307692307696,6
vanilla,0.98,0.125,7
multiple,0.98,0.0392156862745098,7
vanilla,0.96,0.1111111111111111,8
multiple,0.98,0.0392156862745098,8
vanilla,0.96,0.1111111111111111,9
multiple,0.98,0,9
vanilla,0.96,0.12727272727272726,10
multiple,0.98,0.02,10
vanilla,1,0.16666666666666666,11
multiple,0.98,0.02,11
vanilla,0.98,0.14035087719298245,12
multiple,0.98,0.02,12
vanilla,0.96,0.07692307692307693,13
multiple,0.98,0.0392156862745098,13
vanilla,0.98,0.25757575757575757,14
multiple,0.98,0,14
vanilla,0.96,0.15789473684210525,15
multiple,0.98,0.0392156862745098,15
vanilla,0.98,0.234375,16
multiple,0.98,0.0392156862745098,16
vanilla,0.96,0.2,17
multiple,0.98,0.02,17
vanilla,0.92,0.11538461538461539,18
multiple,0.96,0.02040816326530612,18
vanilla,1,0.1935483870967742,19
multiple,0.98,0.057692307692307696,19
vanilla,0.98,0.057692307692307696,20
multiple,0.98,0.07547169811320754,20
