method,power,fdp,seedB
vanilla,0.68,0.05555555555555555,1
multiple,0.46,0,1
vanilla,0.56,0,2
multiple,0.5,0,2
vanilla,0.5,0,3
multiple,0.54,0,3
vanilla,0.66,0.05714285714285714,4
multiple,0.44,0,4
vanilla,0.62,0.03125,5
multiple,0.56,0,5
vanilla,0.44,0,6
multiple,0.48,0,6
vanilla,0.44,0,7
multiple,0.54,0,7
vanilla,0.6,0.03225806451612903,8
multiple,0.5,0,8
vanilla,0.68,0.10526315789473684,9
multiple,0.48,0,9
vanilla,0.46,0,10
multiple,0.48,0,10
vanilla,0.42,0,11
multiple,0.48,0,11
vanilla,0.4,0,12
multiple,0.52,0,12
vanilla,0.6,0.03225806451612903,13
multiple,0.46,0,13
vanilla,0.48,0,14
multiple,0.5,0,14
vanilla,0.42,0,15
multiple,0.5,0,15
vanilla,0.44,0,16
multiple,0.46,0,16
vanilla,0.64,0.08571428571428572,17
multiple,0.46,0,17
vanilla,0.46,0,18
multiple,0.56,0,18
vanilla,0.56,0.125,19
multiple,0.48,0,19
vanilla,0.6,0.0625,20
multiple,0.48,0,20
