method,power,fdp,seedB
vanilla,0.9,0.021739130434782608,1
multiple,1,0.0196078431372549,1
vanilla,1,0.15254237288135594,2
multiple,1,0.038461538461538464,2
vanilla,1,0.05660377358490566,3
multiple,1,0.038461538461538464,3
vanilla,0.96,0.09433962264150944,4
multiple,1,0.0196078431372549,4
vanilla,0.98,0.10909090909090909,5
multiple,1,0.038461538461538464,5
vanilla,0.98,0.0392156862745098,6
multiple,1,0.038461538461538464,6
vanilla,1,0.18032786885245902,7
multiple,1,0.038461538461538464,7
vanilla,0.98,0.02,8
multiple,1,0.038461538461538464,8
vanilla,0.98,0.057692307692307696,9
multiple,1,0.038461538461538464,9
vanilla,0.94,0.11320754716981132,10
multiple,1,0.038461538461538464,10
vanilla,1,0.29577464788732394,11
multiple,1,0.038461538461538464,11
vanilla,1,0.09090909090909091,12
multiple,1,0.038461538461538464,12
vanilla,0.98,0.02,13
multiple,1,0.038461538461538464,13
vanilla,0.98,0.09259259259259259,14
multiple,1,0.038461538461538464,14
vanilla,0.96,0.058823529411764705,15
multiple,1,0.038461538461538464,15
vanilla,1,0.05660377358490566,16
multiple,1,0.038461538461538464,16
vanilla,0.92,0.041666666666666664,17
multiple,1,0.038461538461538464,17
vanilla,0.96,0.058823529411764705,18
multiple,1,0.038461538461538464,18
vanilla,0.98,0.07547169811320754,19
multiple,1,0.0196078431372549,19
vanilla,0.96,0.058823529411764705,20
multiple,1,0.038461538461538464,20
