method,power,fdp,seedB
vanilla,0.94,0.16071428571428573,1
multiple,0.94,0.06,1
vanilla,0.98,0.14035087719298245,2
multiple,0.96,0.07692307692307693,2
vanilla,0.9,0.0625,3
multiple,0.94,0.06,3
vanilla,0.98,0.1694915254237288,4
multiple,0.98,0.057692307692307696,4
vanilla,0.96,0.1111111111111111,5
multiple,0.96,0.058823529411764705,5
vanilla,0.96,0.12727272727272726,6
multiple,0.94,0.06,6
vanilla,0.94,0.0784313725490196,7
multiple,0.98,0.07547169811320754,7
vanilla,0.96,0.09433962264150944,8
multiple,0.94,0.06,8
vanilla,0.96,0.12727272727272726,9
multiple,0.98,0.057692307692307696,9
vanilla,1,0.1935483870967742,10
multiple,0.94,0.06,10
vanilla,0.98,0.15517241379310345,11
multiple,0.92,0.061224489795918366,11
vanilla,0.98,0.10909090909090909,12
multiple,0.94,0.0784313725490196,12
vanilla,0.92,0.11538461538461539,13
multiple,0.94,0.06,13
vanilla,0.98,0.10909090909090909,14
multiple,0.96,0.058823529411764705,14
vanilla,0.86,0.0851063829787234,15
multiple,0.98,0.057692307692307696,15
vanilla,0.98,0.19672131147540983,16
multiple,0.92,0.061224489795918366,16
vanilla,0.96,0.21311475409836064,17
multiple,0.96,0.058823529411764705,17
vanilla,0.96,0.12727272727272726,18
multiple,0.94,0.0784313725490196,18
vanilla,0.96,0.12727272727272726,19
multiple,0.94,0.06,19
vanilla,0.96,0.12727272727272726,20
multiple,0.96,0.07692307692307693,20
