method,power,fdp,seedB
vanilla,0.88,0.08333333333333333,1
multiple,0.92,0,1
vanilla,0.92,0.09803921568627451,2
multiple,0.92,0,2
vanilla,0.86,0.022727272727272728,3
multiple,0.92,0,3
vanilla,1,0.12280701754385964,4
multiple,0.9,0,4
vanilla,0.76,0.05,5
multiple,0.94,0,5
vanilla,0.98,0.10909090909090909,6
multiple,0.92,0,6
vanilla,0.96,0.1111111111111111,7
multiple,0.9,0,7
vanilla,0.98,0.07547169811320754,8
multiple,0.92,0,8
vanilla,0.98,0.19672131147540983,9
multiple,0.92,0,9
vanilla,0.94,0.11320754716981132,10
multiple,0.92,0,10
vanilla,0.92,0.08,11
multiple,0.9,0,11
vanilla,0.92,0.09803921568627451,12
multiple,0.92,0,12
vanilla,0.86,0.044444444444444446,13
multiple,0.92,0,13
vanilla,0.96,0.1111111111111111,14
multiple,0.94,0,14
vanilla,0.88,0.022222222222222223,15
multiple,0.9,0,15
vanilla,0.9,0.08163265306122448,16
multiple,0.9,0,16
vanilla,0.94,0.04081632653061224,17
multiple,0.88,0,17
vanilla,0.94,0.09615384615384616,18
multiple,0.92,0,18
vanilla,0.92,0.1320754716981132,19
multiple,0.9,0,19
vanilla,0.88,0.12,20
multiple,0.9,0,20
