method,power,fdp,seedB
vanilla,0.82,0.06818181818181818,1
multiple,0.68,0.02857142857142857,1
vanilla,0.84,0.06666666666666667,2
multiple,0.7,0.027777777777777776,2
vanilla,0.82,0.06818181818181818,3
multiple,0.72,0.05263157894736842,3
vanilla,0.74,0.02631578947368421,4
multiple,0.74,0.02631578947368421,4
vanilla,0.8,0.09090909090909091,5
multiple,0.68,0,5
vanilla,0.8,0.024390243902439025,6
multiple,0.72,0.02702702702702703,6
vanilla,0.74,0.075,7
multiple,0.72,0.05263157894736842,7
vanilla,0.74,0.05128205128205128,8
multiple,0.68,0.02857142857142857,8
vanilla,0.84,0.06666666666666667,9
multiple,0.7,0,9
vanilla,0.8,0,10
multiple,0.68,0,10
vanilla,0.84,0.045454545454545456,11
multiple,0.68,0.02857142857142857,11
vanilla,0.76,0.02564102564102564,12
multiple,0.72,0.05263157894736842,12
vanilla,0.82,0.023809523809523808,13
multiple,0.68,0,13
vanilla,0.94,0.09615384615384616,14
multiple,0.72,0.05263157894736842,14
vanilla,0.84,0.023255813953488372,15
multiple,0.7,0.027777777777777776,15
vanilla,0.8,0.047619047619047616,16
multiple,0.7,0.027777777777777776,16
vanilla,0.78,0.09302325581395349,17
multiple,0.66,0.029411764705882353,17
vanilla,0.78,0.04878048780487805,18
multiple,0.64,0,18
vanilla,0.84,0.08695652173913043,19
multiple,0.72,0.02702702702702703,19
vanilla,0.78,0.025,20
multiple,0.7,0,20
