method,power,fdp,seedB
vanilla,0.98,0.14035087719298245,1
multiple,0.94,0.020833333333333332,1
vanilla,0.98,0.19672131147540983,2
multiple,0.94,0.020833333333333332,2
vanilla,0.98,0.125,3
multiple,0.92,0,3
vanilla,0.98,0.18333333333333332,4
multiple,0.92,0.02127659574468085,4
vanilla,0.98,0.15517241379310345,5
multiple,0.94,0.04081632653061224,5
vanilla,0.96,0.09433962264150944,6
multiple,0.94,0.04081632653061224,6
vanilla,0.9,0.1346153846153846,7
multiple,0.92,0.02127659574468085,7
vanilla,0.94,0.11320754716981132,8
multiple,0.92,0.02127659574468085,8
vanilla,0.96,0.21311475409836064,9
multiple,0.94,0.04081632653061224,9
vanilla,0.88,0.16981132075471697,10
multiple,0.92,0.041666666666666664,10
vanilla,0.96,0.14285714285714285,11
multiple,0.92,0.02127659574468085,11
vanilla,0.94,0.2033898305084746,12
multiple,0.92,0.02127659574468085,12
vanilla,0.96,0.12727272727272726,13
multiple,0.96,0.04,13
vanilla,0.92,0.041666666666666664,14
multiple,0.92,0.041666666666666664,14
vanilla,0.96,0.07692307692307693,15
multiple,0.94,0.04081632653061224,15
vanilla,0.92,0.16363636363636364,16
multiple,0.94,0.04081632653061224,16
vanilla,0.96,0.1864406779661017,17
multiple,0.94,0.04081632653061224,17
vanilla,0.96,0.23809523809523808,18
multiple,0.94,0.04081632653061224,18
vanilla,0.96,0.07692307692307693,19
multiple,0.94,0.04081632653061224,19
vanilla,0.92,0.08,20
multiple,0.9,0.021739130434782608,20
