method,power,fdp,seedB
vanilla,1,0.18032786885245902,1
multiple,0.92,0.061224489795918366,1
vanilla,0.9,0.1,2
multiple,0.92,0.08,2
vanilla,1,0.24242424242424243,3
multiple,0.9,0,3
vanilla,0.92,0.14814814814814814,4
multiple,0.92,0.061224489795918366,4
vanilla,0.96,0.15789473684210525,5
multiple,0.92,0,5
vanilla,0.98,0.3,6
multiple,0.92,0.02127659574468085,6
vanilla,0.92,0.09803921568627451,7
multiple,0.92,0,7
vanilla,0.9,0.11764705882352941,8
multiple,0.92,0.041666666666666664,8
vanilla,0.88,0.13725490196078433,9
multiple,0.9,0.0625,9
vanilla,0.92,0.19298245614035087,10
multiple,0.92,0.061224489795918366,10
vanilla,0.9,0.0425531914893617,11
multiple,0.92,0.061224489795918366,11
vanilla,0.86,0.022727272727272728,12
multiple,0.92,0,12
vanilla,0.94,0.27692307692307694,13
multiple,0.92,0.08,13
vanilla,0.92,0.061224489795918366,14
multiple,0.92,0.08,14
vanilla,0.94,0.14545454545454545,15
multiple,0.9,0.0625,15
vanilla,0.9,0.11764705882352941,16
multiple,0.92,0.041666666666666664,16
vanilla,0.86,0.0851063829787234,17
multiple,0.92,0.041666666666666664,17
vanilla,0.98,0.125,18
multiple,0.92,0.08,18
vanilla,0.9,0.08163265306122448,19
multiple,0.92,0.08,19
vanilla,0.9,0.1,20
multiple,0.9,0.021739130434782608,20
