method,power,fdp,seedB
vanilla,0.46,0,1
multiple,0.46,0,1
vanilla,0.42,0,2
multiple,0.48,0,2
vanilla,0.48,0,3
multiple,0.46,0,3
vanilla,0.44,0,4
multiple,0.46,0,4
vanilla,0.42,0,5
multiple,0.46,0,5
vanilla,0.4,0,6
multiple,0.46,0,6
vanilla,0.56,0.06666666666666667,7
multiple,0.46,0,7
vanilla,0.58,0.03333333333333333,8
multiple,0.46,0,8
vanilla,0.68,0.10526315789473684,9
multiple,0.46,0,9
vanilla,0.64,0.030303030303030304,10
multiple,0.48,0,10
vanilla,0.6,0.0625,11
multiple,0.46,0,11
vanilla,0.64,0,12
multiple,0.46,0,12
vanilla,0.46,0.041666666666666664,13
multiple,0.46,0,13
vanilla,0.52,0.037037037037037035,14
multiple,0.46,0,14
vanilla,0.5,0.038461538461538464,15
multiple,0.46,0,15
vanilla,0.54,0.1,16
multiple,0.46,0,16
vanilla,0.42,0,17
multiple,0.46,0,17
vanilla,0.42,0,18
multiple,0.46,0,18
vanilla,0.26,0,19
multiple,0.46,0,19
vanilla,0,0,20
multiple,0.44,0,20
