method,power,fdp,seedB
vanilla,1,0.09090909090909091,1
multiple,1,0,1
vanilla,1,0.10714285714285714,2
multiple,1,0,2
vanilla,1,0.05660377358490566,3
multiple,1,0,3
vanilla,1,0.16666666666666666,4
multiple,1,0,4
vanilla,0.98,0.09259259259259259,5
multiple,1,0,5
vanilla,0.92,0.061224489795918366,6
multiple,1,0,6
vanilla,1,0.09090909090909091,7
multiple,1,0,7
vanilla,1,0.09090909090909091,8
multiple,1,0,8
vanilla,0.98,0.0392156862745098,9
multiple,1,0,9
vanilla,0.94,0.0784313725490196,10
multiple,1,0,10
vanilla,0.98,0.10909090909090909,11
multiple,1,0,11
vanilla,0.98,0.125,12
multiple,1,0,12
vanilla,0.96,0,13
multiple,1,0,13
vanilla,0.98,0.09259259259259259,14
multiple,1,0,14
vanilla,1,0.09090909090909091,15
multiple,1,0,15
vanilla,0.94,0.0784313725490196,16
multiple,1,0.0196078431372549,16
vanilla,1,0.07407407407407407,17
multiple,1,0,17
vanilla,0.98,0.10909090909090909,18
multiple,1,0,18
vanilla,0.92,0.061224489795918366,19
multiple,1,0,19
vanilla,0.96,0.058823529411764705,20
multiple,1,0,20
