method,power,fdp,seedB
vanilla,0.98,0.057692307692307696,1
multiple,0.98,0,1
vanilla,0.98,0.057692307692307696,2
multiple,0.98,0,2
vanilla,0.94,0,3
multiple,0.98,0,3
vanilla,0.98,0.057692307692307696,4
multiple,0.98,0,4
vanilla,1,0.038461538461538464,5
multiple,1,0,5
vanilla,1,0,6
multiple,1,0,6
vanilla,0.94,0,7
multiple,0.98,0,7
vanilla,0.98,0.09259259259259259,8
multiple,0.98,0,8
vanilla,0.98,0.125,9
multiple,1,0,9
vanilla,1,0.038461538461538464,10
multiple,0.98,0,10
vanilla,0.98,0.02,11
multiple,0.98,0,11
vanilla,0.98,0.125,12
multiple,1,0,12
vanilla,1,0,13
multiple,0.98,0,13
vanilla,0.94,0,14
multiple,0.98,0,14
vanilla,0.96,0.02040816326530612,15
multiple,1,0,15
vanilla,0.98,0.057692307692307696,16
multiple,1,0,16
vanilla,0.96,0,17
multiple,0.98,0,17
vanilla,0.98,0.02,18
multiple,0.98,0,18
vanilla,0.98,0.07547169811320754,19
multiple,1,0,19
vanilla,0.96,0,20
multiple,0.98,0,20
