method,power,fdp,seedB
vanilla,0.94,0.020833333333333332,1
multiple,0.96,0.02040816326530612,1
vanilla,0.98,0.057692307692307696,2
multiple,0.98,0.02,2
vanilla,1,0.05660377358490566,3
multiple,1,0.0196078431372549,3
vanilla,0.88,0.022222222222222223,4
multiple,0.98,0.02,4
vanilla,0.96,0.07692307692307693,5
multiple,0.98,0.02,5
vanilla,0.96,0.02040816326530612,6
multiple,0.98,0.02,6
vanilla,0.9,0,7
multiple,0.96,0.02040816326530612,7
vanilla,0.88,0,8
multiple,0.98,0.02,8
vanilla,0.98,0.14035087719298245,9
multiple,0.96,0.02040816326530612,9
vanilla,1,0.07407407407407407,10
multiple,0.98,0.02,10
vanilla,0.98,0.0392156862745098,11
multiple,0.98,0.02,11
vanilla,0.9,0.021739130434782608,12
multiple,0.96,0.02040816326530612,12
vanilla,0.94,0.04081632653061224,13
multiple,0.98,0.02,13
vanilla,0.98,0.18333333333333332,14
multiple,0.96,0.02040816326530612,14
vanilla,0.98,0.0392156862745098,15
multiple,0.96,0.02040816326530612,15
vanilla,0.92,0.02127659574468085,16
multiple,0.98,0.02,16
vanilla,0.9,0,17
multiple,0.98,0.02,17
vanilla,0.98,0.18333333333333332,18
multiple,0.96,0.02040816326530612,18
vanilla,0.86,0.022727272727272728,19
multiple,0.96,0.02040816326530612,19
vanilla,0.92,0.041666666666666664,20
multiple,1,0.0196078431372549,20
