method,power,fdp,seedB
vanilla,0.38,0.09523809523809523,1
multiple,0,0,1
vanilla,0.4,0.09090909090909091,2
multiple,0,0,2
vanilla,0.54,0.1,3
multiple,0,0,3
vanilla,0.52,0.13333333333333333,4
multiple,0,0,4
vanilla,0.38,0.05,5
multiple,0,0,5
vanilla,0.64,0.1794871794871795,6
multiple,0,0,6
vanilla,0.52,0.13333333333333333,7
multiple,0,0,7
vanilla,0.56,0.06666666666666667,8
multiple,0,0,8
vanilla,0.38,0.05,9
multiple,0,0,9
vanilla,0.6,0.14285714285714285,10
multiple,0,0,10
vanilla,0.26,0,11
multiple,0,0,11
vanilla,0.64,0.1111111111111111,12
multiple,0,0,12
vanilla,0.24,0.07692307692307693,13
multiple,0,0,13
vanilla,0.52,0.07142857142857142,14
multiple,0,0,14
vanilla,0.6,0.14285714285714285,15
multiple,0,0,15
vanilla,0.7,0.14634146341463414,16
multiple,0,0,16
vanilla,0.66,0.029411764705882353,17
multiple,0,0,17
vanilla,0,0,18
multiple,0,0,18
vanilla,0.24,0.07692307692307693,19
multiple,0,0,19
vanilla,0,0,20
multiple,0,0,20
