method,power,fdp,seedB
vanilla,0.4,0.09090909090909091,1
multiple,0,0,1
vanilla,0,0,2
multiple,0,0,2
vanilla,0.54,0.18181818181818182,3
multiple,0,0,3
vanilla,0.2,0,4
multiple,0.34,0.10526315789473684,4
vanilla,0.46,0.11538461538461539,5
multiple,0,0,5
vanilla,0.28,0,6
multiple,0,0,6
vanilla,0,0,7
multiple,0.34,0.10526315789473684,7
vanilla,0.2,0,8
multiple,0,0,8
vanilla,0.56,0.2,9
multiple,0,0,9
vanilla,0.56,0.17647058823529413,10
multiple,0.34,0.05555555555555555,10
vanilla,0.56,0.2222222222222222,11
multiple,0,0,11
vanilla,0,0,12
multiple,0,0,12
vanilla,0.6,0.1891891891891892,13
multiple,0,0,13
vanilla,0.64,0.2727272727272727,14
multiple,0,0,14
vanilla,0.5,0.16666666666666666,15
multiple,0,0,15
vanilla,0,0,16
multiple,0,0,16
vanilla,0.46,0.14814814814814814,17
multiple,0,0,17
vanilla,0.62,0.24390243902439024,18
multiple,0,0,18
vanilla,0.4,0.09090909090909091,19
multiple,0,0,19
vanilla,0.54,0.15625,20
multiple,0,0,20
