method,power,fdp,seedB
vanilla,1,0.10714285714285714,1
multiple,0.98,0.07547169811320754,1
vanilla,0.96,0.09433962264150944,2
multiple,1,0.07407407407407407,2
vanilla,0.98,0.20967741935483872,3
multiple,1,0.07407407407407407,3
vanilla,1,0.18032786885245902,4
multiple,1,0.07407407407407407,4
vanilla,1,0.15254237288135594,5
multiple,0.98,0.07547169811320754,5
vanilla,1,0.09090909090909091,6
multiple,0.98,0.07547169811320754,6
vanilla,0.98,0.07547169811320754,7
multiple,1,0.07407407407407407,7
vanilla,0.98,0.125,8
multiple,0.98,0.07547169811320754,8
vanilla,1,0.10714285714285714,9
multiple,1,0.07407407407407407,9
vanilla,0.98,0.057692307692307696,10
multiple,1,0.07407407407407407,10
vanilla,1,0.12280701754385964,11
multiple,1,0.07407407407407407,11
vanilla,0.98,0.2222222222222222,12
multiple,0.98,0.07547169811320754,12
vanilla,0.98,0.09259259259259259,13
multiple,0.98,0.07547169811320754,13
vanilla,0.96,0.07692307692307693,14
multiple,0.98,0.07547169811320754,14
vanilla,0.98,0.25757575757575757,15
multiple,1,0.07407407407407407,15
vanilla,0.96,0.058823529411764705,16
multiple,1,0.07407407407407407,16
vanilla,1,0.18032786885245902,17
multiple,1,0.07407407407407407,17
vanilla,0.94,0.11320754716981132,18
multiple,0.98,0.07547169811320754,18
vanilla,1,0.10714285714285714,19
multiple,1,0.07407407407407407,19
vanilla,1,0.18032786885245902,20
multiple,1,0.07407407407407407,20
