method,power,fdp,seedB
vanilla,0.8,0.09090909090909091,1
multiple,0.68,0.05555555555555555,1
vanilla,0.76,0.11627906976744186,2
multiple,0.68,0.05555555555555555,2
vanilla,0.68,0.10526315789473684,3
multiple,0.66,0.05714285714285714,3
vanilla,0.82,0.08888888888888889,4
multiple,0.72,0.05263157894736842,4
vanilla,0.8,0.1111111111111111,5
multiple,0.66,0.029411764705882353,5
vanilla,0.78,0.11363636363636363,6
multiple,0.68,0.05555555555555555,6
vanilla,0.66,0.05714285714285714,7
multiple,0.64,0.030303030303030304,7
vanilla,0.8,0.1111111111111111,8
multiple,0.62,0.03125,8
vanilla,0.88,0.13725490196078433,9
multiple,0.66,0.05714285714285714,9
vanilla,0.68,0.05555555555555555,10
multiple,0.68,0.05555555555555555,10
vanilla,0.86,0.21818181818181817,11
multiple,0.72,0.07692307692307693,11
vanilla,0.72,0.05263157894736842,12
multiple,0.68,0.05555555555555555,12
vanilla,0.76,0.07317073170731707,13
multiple,0.66,0.05714285714285714,13
vanilla,0.88,0.13725490196078433,14
multiple,0.7,0.05405405405405406,14
vanilla,0.62,0.06060606060606061,15
multiple,0.64,0.058823529411764705,15
vanilla,0.7,0.14634146341463414,16
multiple,0.74,0.05128205128205128,16
vanilla,0.88,0.21428571428571427,17
multiple,0.68,0.05555555555555555,17
vanilla,0.82,0.14583333333333334,18
multiple,0.68,0.05555555555555555,18
vanilla,0.76,0.13636363636363635,19
multiple,0.72,0.05263157894736842,19
vanilla,0.78,0.07142857142857142,20
multiple,0.7,0.05405405405405406,20
