method,power,fdp,seedB
vanilla,1,0.09090909090909091,1
multiple,1,0.0196078431372549,1
vanilla,0.98,0.07547169811320754,2
multiple,1,0.0196078431372549,2
vanilla,1,0.07407407407407407,3
multiple,1,0.0196078431372549,3
vanilla,1,0.10714285714285714,4
multiple,1,0.038461538461538464,4
vanilla,0.98,0.0392156862745098,5
multiple,1,0.0196078431372549,5
vanilla,0.94,0.0784313725490196,6
multiple,1,0.0196078431372549,6
vanilla,0.98,0.09259259259259259,7
multiple,1,0.038461538461538464,7
vanilla,0.98,0.07547169811320754,8
multiple,1,0.038461538461538464,8
vanilla,0.96,0.1111111111111111,9
multiple,1,0.038461538461538464,9
vanilla,0.98,0.02,10
multiple,1,0.0196078431372549,10
vanilla,0.96,0.02040816326530612,11
multiple,1,0.0196078431372549,11
vanilla,0.98,0.10909090909090909,12
multiple,1,0.0196078431372549,12
vanilla,1,0.09090909090909091,13
multiple,1,0.0196078431372549,13
vanilla,0.94,0.09615384615384616,14
multiple,1,0.0196078431372549,14
vanilla,1,0.07407407407407407,15
multiple,1,0.0196078431372549,15
vanilla,1,0.09090909090909091,16
multiple,1,0.038461538461538464,16
vanilla,1,0.09090909090909091,17
multiple,1,0.0196078431372549,17
vanilla,1,0.038461538461538464,18
multiple,1,0.0196078431372549,18
vanilla,1,0.038461538461538464,19
multiple,1,0.0196078431372549,19
vanilla,0.98,0.057692307692307696,20
multiple,1,0.0196078431372549,20
