method,power,fdp,seedB
vanilla,0.46,0.041666666666666664,1
multiple,0,0,1
vanilla,0.38,0.09523809523809523,2
multiple,0,0,2
vanilla,0.4,0.047619047619047616,3
multiple,0,0,3
vanilla,0.56,0.17647058823529413,4
multiple,0,0,4
vanilla,0,0,5
multiple,0,0,5
vanilla,0.5,0.07407407407407407,6
multiple,0,0,6
vanilla,0.52,0.10344827586206896,7
multiple,0,0,7
vanilla,0.42,0.08695652173913043,8
multiple,0,0,8
vanilla,0.54,0.1,9
multiple,0,0,9
vanilla,0.34,0.05555555555555555,10
multiple,0,0,10
vanilla,0,0,11
multiple,0,0,11
vanilla,0.36,0.1,12
multiple,0,0,12
vanilla,0.44,0.12,13
multiple,0,0,13
vanilla,0.24,0,14
multiple,0,0,14
vanilla,0.44,0.043478260869565216,15
multiple,0,0,15
vanilla,0.42,0.08695652173913043,16
multiple,0,0,16
vanilla,0.54,0.12903225806451613,17
multiple,0,0,17
vanilla,0.4,0.047619047619047616,18
multiple,0,0,18
vanilla,0.6,0.16666666666666666,19
multiple,0,0,19
vanilla,0.46,0.08,20
multiple,0,0,20
