method,power,fdp,seedB
vanilla,0.96,0.07692307692307693,1
multiple,0.96,0,1
vanilla,0.94,0.12962962962962962,2
multiple,0.96,0.02040816326530612,2
vanilla,0.96,0.07692307692307693,3
multiple,0.96,0,3
vanilla,0.94,0.11320754716981132,4
multiple,0.96,0,4
vanilla,0.84,0.045454545454545456,5
multiple,0.96,0,5
vanilla,0.94,0.09615384615384616,6
multiple,0.96,0,6
vanilla,0.98,0.09259259259259259,7
multiple,0.96,0,7
vanilla,0.96,0.058823529411764705,8
multiple,0.96,0,8
vanilla,0.96,0.1111111111111111,9
multiple,0.96,0.02040816326530612,9
vanilla,0.94,0.06,10
multiple,0.96,0,10
vanilla,1,0.10714285714285714,11
multiple,0.96,0.02040816326530612,11
vanilla,0.88,0.10204081632653061,12
multiple,0.96,0,12
vanilla,0.94,0.12962962962962962,13
multiple,0.96,0,13
vanilla,0.94,0.0784313725490196,14
multiple,0.96,0,14
vanilla,0.96,0.12727272727272726,15
multiple,0.96,0,15
vanilla,0.92,0.08,16
multiple,0.96,0,16
vanilla,0.88,0.022222222222222223,17
multiple,0.96,0,17
vanilla,0.82,0.046511627906976744,18
multiple,0.96,0.02040816326530612,18
vanilla,0.98,0.057692307692307696,19
multiple,0.98,0.02,19
vanilla,0.84,0,20
multiple,0.96,0,20
