method,power,fdp,seedB
vanilla,0.56,0.0967741935483871,1
multiple,0.6,0.03225806451612903,1
vanilla,0.84,0.14285714285714285,2
multiple,0.68,0.05555555555555555,2
vanilla,0.72,0.05263157894736842,3
multiple,0.6,0.03225806451612903,3
vanilla,0.74,0.0975609756097561,4
multiple,0.68,0.05555555555555555,4
vanilla,0.76,0.07317073170731707,5
multiple,0.58,0,5
vanilla,0.74,0.13953488372093023,6
multiple,0.66,0.05714285714285714,6
vanilla,0.62,0.03125,7
multiple,0.64,0.058823529411764705,7
vanilla,0.8,0.23076923076923078,8
multiple,0.68,0.05555555555555555,8
vanilla,0.78,0.15217391304347827,9
multiple,0.72,0.07692307692307693,9
vanilla,0.72,0.18181818181818182,10
multiple,0.6,0.0625,10
vanilla,0.84,0.16,11
multiple,0.64,0.058823529411764705,11
vanilla,0.68,0.08108108108108109,12
multiple,0.64,0.058823529411764705,12
vanilla,0.78,0.13333333333333333,13
multiple,0.66,0.05714285714285714,13
vanilla,0.52,0,14
multiple,0.66,0.05714285714285714,14
vanilla,0.82,0.14583333333333334,15
multiple,0.74,0.075,15
vanilla,0.84,0.25,16
multiple,0.68,0.05555555555555555,16
vanilla,0.68,0.08108108108108109,17
multiple,0.7,0.05405405405405406,17
vanilla,0.9,0.25,18
multiple,0.64,0.030303030303030304,18
vanilla,0.78,0.09302325581395349,19
multiple,0.68,0.05555555555555555,19
vanilla,0.84,0.10638297872340426,20
multiple,0.68,0.05555555555555555,20
