method,power,fdp,seedB
vanilla,0.9,0.0425531914893617,1
multiple,0.96,0.04,1
vanilla,0.96,0.04,2
multiple,0.96,0.04,2
vanilla,0.98,0.07547169811320754,3
multiple,0.96,0.02040816326530612,3
vanilla,0.88,0.08333333333333333,4
multiple,0.96,0.02040816326530612,4
vanilla,0.98,0.0392156862745098,5
multiple,0.96,0.04,5
vanilla,0.96,0.12727272727272726,6
multiple,0.96,0.02040816326530612,6
vanilla,0.94,0.04081632653061224,7
multiple,0.96,0.04,7
vanilla,0.94,0.12962962962962962,8
multiple,0.96,0.04,8
vanilla,0.96,0.058823529411764705,9
multiple,0.96,0.02040816326530612,9
vanilla,0.92,0.08,10
multiple,0.96,0.02040816326530612,10
vanilla,0.96,0.14285714285714285,11
multiple,0.96,0.02040816326530612,11
vanilla,0.92,0.09803921568627451,12
multiple,0.96,0.04,12
vanilla,0.96,0.09433962264150944,13
multiple,0.96,0.04,13
vanilla,0.98,0.10909090909090909,14
multiple,0.96,0.04,14
vanilla,0.94,0.06,15
multiple,0.96,0.04,15
vanilla,0.86,0.10416666666666667,16
multiple,0.96,0.04,16
vanilla,0.82,0,17
multiple,0.96,0.02040816326530612,17
vanilla,0.92,0.1320754716981132,18
multiple,0.96,0.02040816326530612,18
vanilla,0.98,0.09259259259259259,19
multiple,0.96,0.02040816326530612,19
vanilla,0.94,0.11320754716981132,20
multiple,0.96,0.02040816326530612,20
