method,power,fdp,seedB
vanilla,0.4,0,1
multiple,0.44,0,1
vanilla,0.62,0.11428571428571428,2
multiple,0.44,0,2
vanilla,0.42,0.045454545454545456,3
multiple,0.44,0,3
vanilla,0.68,0.19047619047619047,4
multiple,0.44,0,4
vanilla,0.72,0.23404255319148937,5
multiple,0.44,0,5
vanilla,0.44,0,6
multiple,0.44,0,6
vanilla,0.6,0.0625,7
multiple,0.46,0,7
vanilla,0.68,0.10526315789473684,8
multiple,0.46,0,8
vanilla,0,0,9
multiple,0.44,0,9
vanilla,0.6,0.0625,10
multiple,0.5,0,10
vanilla,0.26,0,11
multiple,0.44,0,11
vanilla,0.7,0.125,12
multiple,0.44,0,12
vanilla,0.56,0.06666666666666667,13
multiple,0.44,0,13
vanilla,0.7,0.14634146341463414,14
multiple,0.44,0,14
vanilla,0.78,0.22,15
multiple,0,0,15
vanilla,0.46,0,16
multiple,0.44,0,16
vanilla,0.58,0.12121212121212122,17
multiple,0.46,0,17
vanilla,0.82,0.19607843137254902,18
multiple,0.44,0,18
vanilla,0.44,0,19
multiple,0.4,0,19
vanilla,0.76,0.19148936170212766,20
multiple,0.44,0,20
