method,power,fdp,seedB
vanilla,0.9,0.021739130434782608,1
multiple,0.96,0.02040816326530612,1
vanilla,0.96,0.04,2
multiple,0.96,0,2
vanilla,0.96,0.1111111111111111,3
multiple,0.96,0,3
vanilla,0.98,0.20967741935483872,4
multiple,0.96,0,4
vanilla,0.82,0,5
multiple,0.96,0,5
vanilla,0.98,0.07547169811320754,6
multiple,0.96,0,6
vanilla,0.98,0.07547169811320754,7
multiple,0.96,0.02040816326530612,7
vanilla,0.98,0.10909090909090909,8
multiple,0.96,0,8
vanilla,0.94,0.09615384615384616,9
multiple,0.96,0,9
vanilla,0.92,0.09803921568627451,10
multiple,0.96,0,10
vanilla,0.98,0.14035087719298245,11
multiple,0.96,0,11
vanilla,0.98,0.0392156862745098,12
multiple,0.96,0,12
vanilla,0.88,0.022222222222222223,13
multiple,0.96,0,13
vanilla,1,0.16666666666666666,14
multiple,0.96,0,14
vanilla,0.92,0.09803921568627451,15
multiple,0.96,0,15
vanilla,0.92,0.14814814814814814,16
multiple,0.96,0,16
vanilla,0.82,0,17
multiple,0.96,0,17
vanilla,0.92,0.08,18
multiple,0.96,0,18
vanilla,0.96,0.07692307692307693,19
multiple,0.96,0,19
vanilla,0.96,0.07692307692307693,20
multiple,0.96,0,20
