method,power,fdp,seedB
vanilla,0.88,0.043478260869565216,1
multiple,0.96,0,1
vanilla,0.98,0,2
multiple,0.96,0,2
vanilla,0.88,0.06382978723404255,3
multiple,0.98,0.02,3
vanilla,0.98,0.14035087719298245,4
multiple,0.96,0,4
vanilla,0.9,0.0625,5
multiple,0.96,0,5
vanilla,0.98,0.14035087719298245,6
multiple,0.96,0,6
vanilla,0.92,0.041666666666666664,7
multiple,0.96,0,7
vanilla,0.98,0.07547169811320754,8
multiple,0.98,0,8
vanilla,0.98,0.14035087719298245,9
multiple,0.98,0,9
vanilla,1,0.05660377358490566,10
multiple,0.96,0,10
vanilla,0.98,0.10909090909090909,11
multiple,0.98,0,11
vanilla,0.96,0.04,12
multiple,0.96,0,12
vanilla,0.94,0.14545454545454545,13
multiple,0.96,0,13
vanilla,0.96,0.058823529411764705,14
multiple,0.96,0,14
vanilla,1,0.13793103448275862,15
multiple,0.98,0,15
vanilla,1,0.09090909090909091,16
multiple,0.98,0,16
vanilla,0.98,0.15517241379310345,17
multiple,1,0,17
vanilla,0.96,0.09433962264150944,18
multiple,0.96,0,18
vanilla,0.96,0.058823529411764705,19
multiple,0.96,0,19
vanilla,0.96,0.1111111111111111,20
multiple,0.96,0,20
