method,power,fdp,seedB
vanilla,0.24,0,1
multiple,0,0,1
vanilla,0.52,0.13333333333333333,2
multiple,0,0,2
vanilla,0.24,0,3
multiple,0,0,3
vanilla,0.46,0.08,4
multiple,0,0,4
vanilla,0.4,0.09090909090909091,5
multiple,0,0,5
vanilla,0.56,0.0967741935483871,6
multiple,0,0,6
vanilla,0,0,7
multiple,0,0,7
vanilla,0.42,0.08695652173913043,8
multiple,0,0,8
vanilla,0.42,0.16,9
multiple,0,0,9
vanilla,0.56,0.125,10
multiple,0,0,10
vanilla,0,0,11
multiple,0,0,11
vanilla,0.58,0.09375,12
multiple,0,0,12
vanilla,0.38,0.09523809523809523,13
multiple,0,0,13
vanilla,0.54,0.12903225806451613,14
multiple,0,0,14
vanilla,0.6,0.11764705882352941,15
multiple,0,0,15
vanilla,0.42,0.125,16
multiple,0,0,16
vanilla,0.46,0.11538461538461539,17
multiple,0,0,17
vanilla,0.42,0.16,18
multiple,0,0,18
vanilla,0.44,0.08333333333333333,19
multiple,0,0,19
vanilla,0.52,0.13333333333333333,20
multiple,0,0,20
