method,power,fdp,seedB
vanilla,0.46,0.14814814814814814,1
multiple,0,0,1
vanilla,0,0,2
multiple,0,0,2
vanilla,0.28,0.06666666666666667,3
multiple,0.4,0.13043478260869565,3
vanilla,0.5,0.10714285714285714,4
multiple,0.4,0.13043478260869565,4
vanilla,0.4,0.13043478260869565,5
multiple,0,0,5
vanilla,0,0,6
multiple,0,0,6
vanilla,0.38,0.05,7
multiple,0,0,7
vanilla,0.48,0.07692307692307693,8
multiple,0,0,8
vanilla,0.62,0.11428571428571428,9
multiple,0,0,9
vanilla,0.34,0.19047619047619047,10
multiple,0.38,0.13636363636363635,10
vanilla,0.48,0.07692307692307693,11
multiple,0,0,11
vanilla,0,0,12
multiple,0,0,12
vanilla,0.44,0.12,13
multiple,0.38,0.13636363636363635,13
vanilla,0.32,0.15789473684210525,14
multiple,0,0,14
vanilla,0.24,0.14285714285714285,15
multiple,0,0,15
vanilla,0.22,0.15384615384615385,16
multiple,0,0,16
vanilla,0.32,0.058823529411764705,17
multiple,0.4,0.09090909090909091,17
vanilla,0.42,0.08695652173913043,18
multiple,0,0,18
vanilla,0.36,0.14285714285714285,19
multiple,0,0,19
vanilla,0.54,0.1,20
multiple,0,0,20
