method,power,fdp,seedB
vanilla,0.92,0.11538461538461539,1
multiple,0.84,0.045454545454545456,1
vanilla,0.92,0.11538461538461539,2
multiple,0.8,0.047619047619047616,2
vanilla,0.92,0.09803921568627451,3
multiple,0.86,0.044444444444444446,3
vanilla,0.92,0.041666666666666664,4
multiple,0.8,0.047619047619047616,4
vanilla,0.9,0.08163265306122448,5
multiple,0.82,0.046511627906976744,5
vanilla,0.94,0.22950819672131148,6
multiple,0.88,0.043478260869565216,6
vanilla,0.92,0.11538461538461539,7
multiple,0.76,0.05,7
vanilla,0.86,0.044444444444444446,8
multiple,0.84,0.045454545454545456,8
vanilla,0.92,0.041666666666666664,9
multiple,0.84,0.045454545454545456,9
vanilla,0.9,0.1,10
multiple,0.8,0.047619047619047616,10
vanilla,0.84,0.023255813953488372,11
multiple,0.88,0.043478260869565216,11
vanilla,0.88,0.08333333333333333,12
multiple,0.78,0.04878048780487805,12
vanilla,0.84,0.08695652173913043,13
multiple,0.88,0.043478260869565216,13
vanilla,0.94,0.06,14
multiple,0.82,0.046511627906976744,14
vanilla,0.86,0.06521739130434782,15
multiple,0.78,0.04878048780487805,15
vanilla,0.9,0.1,16
multiple,0.84,0.045454545454545456,16
vanilla,0.92,0.08,17
multiple,0.84,0.045454545454545456,17
vanilla,0.8,0.024390243902439025,18
multiple,0.88,0.043478260869565216,18
vanilla,0.82,0.023809523809523808,19
multiple,0.84,0.045454545454545456,19
vanilla,0.82,0.08888888888888889,20
multiple,0.84,0.045454545454545456,20
