method,power,fdp,seedB
vanilla,0.43,0,1
multiple,0.42,0.023255813953488372,1
vanilla,0.51,0.05555555555555555,2
multiple,0.47,0,2
vanilla,0.58,0.06451612903225806,3
multiple,0.46,0.02127659574468085,3
vanilla,0.66,0.07042253521126761,4
multiple,0.49,0.02,4
vanilla,0.69,0.06756756756756757,5
multiple,0.44,0.022222222222222223,5
vanilla,0.49,0.02,6
multiple,0.47,0.020833333333333332,6
vanilla,0.58,0.06451612903225806,7
multiple,0.43,0,7
vanilla,0.64,0.058823529411764705,8
multiple,0.42,0.023255813953488372,8
vanilla,0.63,0.05970149253731343,9
multiple,0.46,0.02127659574468085,9
vanilla,0.64,0.058823529411764705,10
multiple,0.44,0.022222222222222223,10
vanilla,0.59,0.06349206349206349,11
multiple,0.4,0,11
vanilla,0.64,0.07246376811594203,12
multiple,0.44,0,12
vanilla,0.68,0.09333333333333334,13
multiple,0.43,0.022727272727272728,13
vanilla,0.49,0.0392156862745098,14
multiple,0.43,0,14
vanilla,0.62,0.10144927536231885,15
multiple,0.4,0.024390243902439025,15
vanilla,0.65,0.07142857142857142,16
multiple,0.46,0.02127659574468085,16
vanilla,0.39,0.04878048780487805,17
multiple,0.44,0.022222222222222223,17
vanilla,0.7,0.13580246913580246,18
multiple,0.44,0.022222222222222223,18
vanilla,0.43,0.022727272727272728,19
multiple,0.47,0.020833333333333332,19
vanilla,0.59,0.03278688524590164,20
multiple,0.52,0.018867924528301886,20
