method,power,fdp,seedB
vanilla,0.8,0.08045977011494253,1
multiple,0.67,0.028985507246376812,1
vanilla,0.71,0.05333333333333334,2
multiple,0.69,0.028169014084507043,2
vanilla,0.71,0.0273972602739726,3
multiple,0.69,0.041666666666666664,3
vanilla,0.58,0,4
multiple,0.67,0.04285714285714286,4
vanilla,0.72,0.1,5
multiple,0.68,0.02857142857142857,5
vanilla,0.7,0.06666666666666667,6
multiple,0.66,0.029411764705882353,6
vanilla,0.76,0.08433734939759036,7
multiple,0.67,0.028985507246376812,7
vanilla,0.67,0.056338028169014086,8
multiple,0.67,0.028985507246376812,8
vanilla,0.69,0.0547945205479452,9
multiple,0.68,0.02857142857142857,9
vanilla,0.7,0.05405405405405406,10
multiple,0.68,0.02857142857142857,10
vanilla,0.75,0.11764705882352941,11
multiple,0.69,0.028169014084507043,11
vanilla,0.73,0.0875,12
multiple,0.7,0.027777777777777776,12
vanilla,0.83,0.10752688172043011,13
multiple,0.69,0.028169014084507043,13
vanilla,0.7,0.07894736842105263,14
multiple,0.67,0.028985507246376812,14
vanilla,0.81,0.12903225806451613,15
multiple,0.69,0.028169014084507043,15
vanilla,0.76,0.12643678160919541,16
multiple,0.68,0.02857142857142857,16
vanilla,0.76,0.09523809523809523,17
multiple,0.66,0.029411764705882353,17
vanilla,0.81,0.10989010989010989,18
multiple,0.67,0.028985507246376812,18
vanilla,0.69,0.041666666666666664,19
multiple,0.67,0.028985507246376812,19
vanilla,0.67,0.056338028169014086,20
multiple,0.7,0.0410958904109589,20
