method,power,fdp,seedB
vanilla,0.99,0.038834951456310676,1
multiple,0.99,0.01,1
vanilla,0.97,0.020202020202020204,2
multiple,0.99,0.01,2
vanilla,0.97,0.039603960396039604,3
multiple,0.99,0.01,3
vanilla,0.98,0.02,4
multiple,0.98,0.010101010101010102,4
vanilla,0.99,0.04807692307692308,5
multiple,0.98,0.010101010101010102,5
vanilla,0.97,0.05825242718446602,6
multiple,0.99,0.01,6
vanilla,0.98,0.04854368932038835,7
multiple,0.99,0.01,7
vanilla,0.98,0.057692307692307696,8
multiple,0.99,0.01,8
vanilla,0.96,0.058823529411764705,9
multiple,0.99,0.01,9
vanilla,0.99,0.038834951456310676,10
multiple,0.99,0.01,10
vanilla,1,0.06542056074766354,11
multiple,0.98,0,11
vanilla,0.98,0.057692307692307696,12
multiple,0.99,0,12
vanilla,0.98,0.04854368932038835,13
multiple,0.98,0,13
vanilla,0.96,0.010309278350515464,14
multiple,0.98,0,14
vanilla,0.97,0.03,15
multiple,0.99,0.01,15
vanilla,0.98,0.0392156862745098,16
multiple,0.98,0.010101010101010102,16
vanilla,0.97,0.03,17
multiple,0.99,0.01,17
vanilla,0.99,0.10810810810810811,18
multiple,0.99,0,18
vanilla,0.98,0.06666666666666667,19
multiple,0.99,0.01,19
vanilla,0.95,0.010416666666666666,20
multiple,0.99,0,20
