method,power,fdp,seedB
vanilla,0.67,0.06944444444444445,1
multiple,0.4,0,1
vanilla,0.64,0.1111111111111111,2
multiple,0.43,0,2
vanilla,0.5,0.09090909090909091,3
multiple,0.41,0,3
vanilla,0.61,0.016129032258064516,4
multiple,0.31,0,4
vanilla,0.58,0.07936507936507936,5
multiple,0.38,0,5
vanilla,0.71,0.1125,6
multiple,0.4,0,6
vanilla,0.65,0.07142857142857142,7
multiple,0.38,0,7
vanilla,0.41,0.023809523809523808,8
multiple,0.36,0,8
vanilla,0.68,0.16049382716049382,9
multiple,0.37,0,9
vanilla,0.55,0.08333333333333333,10
multiple,0.37,0,10
vanilla,0.56,0,11
multiple,0.47,0,11
vanilla,0.46,0.041666666666666664,12
multiple,0.4,0,12
vanilla,0.47,0,13
multiple,0.42,0,13
vanilla,0.69,0.1375,14
multiple,0.39,0,14
vanilla,0.57,0.08064516129032258,15
multiple,0.37,0,15
vanilla,0.23,0,16
multiple,0.4,0,16
vanilla,0.64,0.08571428571428572,17
multiple,0.45,0,17
vanilla,0.45,0.0425531914893617,18
multiple,0.36,0,18
vanilla,0.65,0.08450704225352113,19
multiple,0.42,0,19
vanilla,0.6,0.047619047619047616,20
multiple,0.46,0,20
