method,power,fdp,seedB
vanilla,0.57,0.06557377049180328,1
multiple,0.61,0.046875,1
vanilla,0.71,0.2111111111111111,2
multiple,0.63,0.05970149253731343,2
vanilla,0.65,0.1095890410958904,3
multiple,0.6,0.03225806451612903,3
vanilla,0.48,0.058823529411764705,4
multiple,0.61,0.046875,4
vanilla,0.7,0.13580246913580246,5
multiple,0.62,0.046153846153846156,5
vanilla,0.69,0.1038961038961039,6
multiple,0.62,0.06060606060606061,6
vanilla,0.7,0.18604651162790697,7
multiple,0.61,0.046875,7
vanilla,0.53,0.08620689655172414,8
multiple,0.62,0.06060606060606061,8
vanilla,0.66,0.0958904109589041,9
multiple,0.59,0.04838709677419355,9
vanilla,0.59,0.06349206349206349,10
multiple,0.58,0.03333333333333333,10
vanilla,0.66,0.0958904109589041,11
multiple,0.62,0.046153846153846156,11
vanilla,0.64,0.13513513513513514,12
multiple,0.58,0.04918032786885246,12
vanilla,0.6,0.09090909090909091,13
multiple,0.63,0.045454545454545456,13
vanilla,0.49,0.07547169811320754,14
multiple,0.62,0.046153846153846156,14
vanilla,0.66,0.05714285714285714,15
multiple,0.61,0.031746031746031744,15
vanilla,0.63,0.1,16
multiple,0.6,0.0625,16
vanilla,0.75,0.1935483870967742,17
multiple,0.62,0.046153846153846156,17
vanilla,0.63,0.08695652173913043,18
multiple,0.6,0.01639344262295082,18
vanilla,0.78,0.22,19
multiple,0.59,0.04838709677419355,19
vanilla,0.65,0.07142857142857142,20
multiple,0.6,0.03225806451612903,20
