method,power,fdp,seedB
vanilla,0.97,0.049019607843137254,1
multiple,0.98,0.02,1
vanilla,0.97,0.0761904761904762,2
multiple,0.97,0.039603960396039604,2
vanilla,0.94,0.04081632653061224,3
multiple,0.98,0.02,3
vanilla,0.96,0.06796116504854369,4
multiple,0.99,0.038834951456310676,4
vanilla,0.99,0.1,5
multiple,0.97,0.03,5
vanilla,0.99,0.15384615384615385,6
multiple,0.98,0.0297029702970297,6
vanilla,0.98,0.20967741935483872,7
multiple,0.99,0.029411764705882353,7
vanilla,0.97,0.1565217391304348,8
multiple,0.99,0.029411764705882353,8
vanilla,0.97,0.03,9
multiple,0.99,0.019801980198019802,9
vanilla,0.95,0.10377358490566038,10
multiple,0.98,0.02,10
vanilla,0.97,0.049019607843137254,11
multiple,0.99,0.019801980198019802,11
vanilla,0.99,0.14655172413793102,12
multiple,0.99,0.038834951456310676,12
vanilla,0.99,0.0660377358490566,13
multiple,0.99,0.038834951456310676,13
vanilla,0.98,0.09259259259259259,14
multiple,0.98,0.0297029702970297,14
vanilla,0.98,0.09259259259259259,15
multiple,0.98,0.0392156862745098,15
vanilla,0.97,0.12612612612612611,16
multiple,0.99,0.038834951456310676,16
vanilla,0.97,0.039603960396039604,17
multiple,0.99,0.038834951456310676,17
vanilla,0.95,0.0594059405940594,18
multiple,0.98,0.02,18
vanilla,0.97,0.049019607843137254,19
multiple,0.98,0.02,19
vanilla,0.99,0.08333333333333333,20
multiple,0.99,0.029411764705882353,20
