method,power,fdp,seedB
vanilla,0.61,0.046875,1
multiple,0.47,0.020833333333333332,1
vanilla,0.51,0.03773584905660377,2
multiple,0.47,0,2
vanilla,0.48,0.04,3
multiple,0.49,0.02,3
vanilla,0.63,0.05970149253731343,4
multiple,0.47,0,4
vanilla,0.58,0.07936507936507936,5
multiple,0.46,0.02127659574468085,5
vanilla,0.59,0.09230769230769231,6
multiple,0.49,0.02,6
vanilla,0.48,0.04,7
multiple,0.48,0.02040816326530612,7
vanilla,0.62,0.08823529411764706,8
multiple,0.46,0,8
vanilla,0.64,0.015384615384615385,9
multiple,0.48,0,9
vanilla,0.72,0.12195121951219512,10
multiple,0.45,0,10
vanilla,0.71,0.14457831325301204,11
multiple,0.49,0.02,11
vanilla,0.62,0.08823529411764706,12
multiple,0.46,0,12
vanilla,0.57,0.109375,13
multiple,0.49,0.02,13
vanilla,0.47,0.020833333333333332,14
multiple,0.47,0,14
vanilla,0.61,0.046875,15
multiple,0.46,0,15
vanilla,0.46,0.041666666666666664,16
multiple,0.45,0,16
vanilla,0.67,0.06944444444444445,17
multiple,0.44,0,17
vanilla,0.59,0.078125,18
multiple,0.47,0,18
vanilla,0.58,0.04918032786885246,19
multiple,0.47,0.020833333333333332,19
vanilla,0.68,0.0684931506849315,20
multiple,0.46,0,20
