method,power,fdp,seedB
vanilla,0.74,0.12941176470588237,1
multiple,0.62,0,1
vanilla,0.61,0.031746031746031744,2
multiple,0.62,0,2
vanilla,0.63,0.03076923076923077,3
multiple,0.62,0,3
vanilla,0.64,0.015384615384615385,4
multiple,0.64,0,4
vanilla,0.6,0.07692307692307693,5
multiple,0.61,0,5
vanilla,0.67,0.06944444444444445,6
multiple,0.61,0,6
vanilla,0.61,0.016129032258064516,7
multiple,0.62,0,7
vanilla,0.55,0,8
multiple,0.6,0,8
vanilla,0.71,0.1744186046511628,9
multiple,0.64,0,9
vanilla,0.52,0,10
multiple,0.63,0,10
vanilla,0.66,0.08333333333333333,11
multiple,0.62,0,11
vanilla,0.71,0.1125,12
multiple,0.63,0,12
vanilla,0.66,0.043478260869565216,13
multiple,0.62,0,13
vanilla,0.68,0.10526315789473684,14
multiple,0.61,0,14
vanilla,0.65,0.029850746268656716,15
multiple,0.63,0,15
vanilla,0.62,0.07462686567164178,16
multiple,0.62,0,16
vanilla,0.66,0.029411764705882353,17
multiple,0.61,0,17
vanilla,0.71,0.12345679012345678,18
multiple,0.65,0,18
vanilla,0.67,0.12987012987012986,19
multiple,0.64,0,19
vanilla,0.63,0.045454545454545456,20
multiple,0.65,0,20
