method,power,fdp,seedB
vanilla,0.28,0,1
multiple,0.28,0,1
vanilla,0.37,0.0975609756097561,2
multiple,0.35,0,2
vanilla,0.31,0,3
multiple,0.31,0,3
vanilla,0.48,0.09433962264150944,4
multiple,0.31,0,4
vanilla,0.45,0.11764705882352941,5
multiple,0.29,0,5
vanilla,0.53,0.03636363636363636,6
multiple,0.33,0,6
vanilla,0.34,0.02857142857142857,7
multiple,0.36,0,7
vanilla,0.19,0,8
multiple,0.31,0,8
vanilla,0.42,0.06666666666666667,9
multiple,0.32,0,9
vanilla,0.49,0.10909090909090909,10
multiple,0.29,0,10
vanilla,0.45,0.0425531914893617,11
multiple,0.3,0,11
vanilla,0.27,0,12
multiple,0.3,0,12
vanilla,0.45,0.0425531914893617,13
multiple,0.33,0,13
vanilla,0.35,0.05405405405405406,14
multiple,0.34,0,14
vanilla,0.48,0.09433962264150944,15
multiple,0.3,0,15
vanilla,0.35,0.027777777777777776,16
multiple,0.34,0,16
vanilla,0.38,0.05,17
multiple,0.31,0,17
vanilla,0.41,0.08888888888888889,18
multiple,0.26,0,18
vanilla,0.41,0.06818181818181818,19
multiple,0.29,0,19
vanilla,0.4,0.047619047619047616,20
multiple,0.35,0,20
