method,power,fdp,seedB
vanilla,0.98,0.125,1
multiple,0.98,0.057692307692307696,1
vanilla,0.99,0.1,2
multiple,0.98,0.0297029702970297,2
vanilla,0.97,0.05825242718446602,3
multiple,0.98,0.0392156862745098,3
vanilla,0.97,0.05825242718446602,4
multiple,0.98,0.057692307692307696,4
vanilla,0.97,0.10185185185185185,5
multiple,0.98,0.02,5
vanilla,0.99,0.05714285714285714,6
multiple,0.98,0.0392156862745098,6
vanilla,0.96,0.09433962264150944,7
multiple,0.98,0.010101010101010102,7
vanilla,0.98,0.14035087719298245,8
multiple,0.98,0.0297029702970297,8
vanilla,0.98,0.125,9
multiple,0.98,0.0297029702970297,9
vanilla,0.96,0.09433962264150944,10
multiple,0.98,0.0297029702970297,10
vanilla,0.98,0.08411214953271028,11
multiple,0.98,0.0392156862745098,11
vanilla,0.96,0.102803738317757,12
multiple,0.98,0.0297029702970297,12
vanilla,0.99,0.1391304347826087,13
multiple,0.98,0.02,13
vanilla,0.96,0.058823529411764705,14
multiple,0.98,0.0297029702970297,14
vanilla,0.97,0.049019607843137254,15
multiple,0.98,0.02,15
vanilla,0.95,0.04040404040404041,16
multiple,0.98,0.0392156862745098,16
vanilla,0.99,0.08333333333333333,17
multiple,0.98,0.0297029702970297,17
vanilla,0.98,0.04854368932038835,18
multiple,0.98,0.0297029702970297,18
vanilla,0.99,0.038834951456310676,19
multiple,0.98,0.02,19
vanilla,0.97,0.0673076923076923,20
multiple,0.98,0.02,20
