vkn,mkn,truth
2,2,0.5773502691896257
0,0,0
2,2,-0.5773502691896257
0,0,0
2,2,0.5773502691896257
0,0,0
2,2,-0.5773502691896257
0,0,0
2,2,0.5773502691896257
0,0,0
2,2,-0.5773502691896257
0,0,0
2,0,0.5773502691896257
0,0,0
2,2,-0.5773502691896257
0,0,0
2,2,0.5773502691896257
0,0,0
2,2,-0.5773502691896257
0,0,0
2,2,0.5773502691896257
0,0,0
2,2,-0.5773502691896257
0,0,0
2,2,0.5773502691896257
0,0,0
2,2,-0.5773502691896257
0,0,0
2,2,0.5773502691896257
0,0,0
2,2,-0.5773502691896257
0,0,0
2,2,0.5773502691896257
0,0,0
2,2,-0.5773502691896257
0,0,0
2,2,0.5773502691896257
0,0,0
2,2,-0.5773502691896257
0,0,0
1,2,0.5773502691896257
0,0,0
2,2,-0.5773502691896257
0,0,0
2,2,0.5773502691896257
0,0,0
2,2,-0.5773502691896257
0,0,0
2,2,0.5773502691896257
1,0,0
2,2,-0.5773502691896257
0,0,0
2,2,0.5773502691896257
0,0,0
2,2,-0.5773502691896257
0,0,0
2,2,0.5773502691896257
0,0,0
2,2,-0.5773502691896257
0,0,0
2,2,0.5773502691896257
0,0,0
2,2,-0.5773502691896257
0,0,0
2,2,0.5773502691896257
0,0,0
2,2,-0.5773502691896257
0,0,0
2,2,0.5773502691896257
0,0,0
2,2,-0.5773502691896257
0,0,0
2,2,0.5773502691896257
0,0,0
2,2,-0.5773502691896257
0,0,0
2,2,0.5773502691896257
0,0,0
2,2,-0.5773502691896257
0,0,0
2,2,0.5773502691896257
0,0,0
2,2,-0.5773502691896257
0,0,0
2,2,0.5773502691896257
0,0,0
2,2,-0.5773502691896257
0,0,0
2,2,0.5773502691896257
0,0,0
2,2,-0.5773502691896257
0,0,0
2,2,0.5773502691896257
0,0,0
1,2,-0.5773502691896257
0,0,0
2,2,0.5773502691896257
0,0,0
2,2,-0.5773502691896257
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
