method,power,fdp,seedB
vanilla,0.96,0.04950495049504951,1
multiple,0.97,0.01020408163265306,1
vanilla,0.96,0.1724137931034483,2
multiple,0.97,0.01020408163265306,2
vanilla,0.94,0,3
multiple,0.98,0.010101010101010102,3
vanilla,0.94,0.06930693069306931,4
multiple,0.97,0.01020408163265306,4
vanilla,0.91,0.031914893617021274,5
multiple,0.97,0.01020408163265306,5
vanilla,0.94,0.06,6
multiple,0.97,0.01020408163265306,6
vanilla,0.95,0.07766990291262135,7
multiple,0.96,0.010309278350515464,7
vanilla,0.97,0.039603960396039604,8
multiple,0.96,0.010309278350515464,8
vanilla,0.96,0.04950495049504951,9
multiple,0.97,0.01020408163265306,9
vanilla,0.96,0.04950495049504951,10
multiple,0.98,0.010101010101010102,10
vanilla,0.97,0.12612612612612611,11
multiple,0.97,0.01020408163265306,11
vanilla,0.96,0.08571428571428572,12
multiple,0.97,0.01020408163265306,12
vanilla,0.97,0.08490566037735849,13
multiple,0.97,0.01020408163265306,13
vanilla,0.93,0.021052631578947368,14
multiple,0.97,0.01020408163265306,14
vanilla,0.95,0,15
multiple,0.97,0.01020408163265306,15
vanilla,0.97,0.08490566037735849,16
multiple,0.97,0.01020408163265306,16
vanilla,0.95,0.07766990291262135,17
multiple,0.97,0.01020408163265306,17
vanilla,0.99,0.11607142857142858,18
multiple,0.97,0.01020408163265306,18
vanilla,0.88,0.043478260869565216,19
multiple,0.97,0.01020408163265306,19
vanilla,0.97,0.0761904761904762,20
multiple,0.97,0.01020408163265306,20
