method,power,fdp,seedB
vanilla,0.51,0.16393442622950818,1
multiple,0.38,0.02564102564102564,1
vanilla,0.54,0.16923076923076924,2
multiple,0.39,0,2
vanilla,0.4,0.047619047619047616,3
multiple,0.4,0.047619047619047616,3
vanilla,0.46,0.09803921568627451,4
multiple,0.4,0.024390243902439025,4
vanilla,0.44,0.12,5
multiple,0.41,0.046511627906976744,5
vanilla,0.45,0.1,6
multiple,0.44,0.043478260869565216,6
vanilla,0.38,0.09523809523809523,7
multiple,0.38,0.02564102564102564,7
vanilla,0.48,0.1111111111111111,8
multiple,0.41,0.023809523809523808,8
vanilla,0.51,0.08928571428571429,9
multiple,0.39,0.025,9
vanilla,0.44,0.10204081632653061,10
multiple,0.38,0.02564102564102564,10
vanilla,0.5,0.1935483870967742,11
multiple,0.38,0.02564102564102564,11
vanilla,0.52,0.14754098360655737,12
multiple,0.37,0.02631578947368421,12
vanilla,0.49,0.15517241379310345,13
multiple,0.4,0.024390243902439025,13
vanilla,0.46,0.09803921568627451,14
multiple,0.38,0,14
vanilla,0.47,0.11320754716981132,15
multiple,0.38,0.02564102564102564,15
vanilla,0.48,0.1111111111111111,16
multiple,0.38,0.02564102564102564,16
vanilla,0.56,0.2112676056338028,17
multiple,0.41,0.046511627906976744,17
vanilla,0.56,0.2112676056338028,18
multiple,0.36,0.02702702702702703,18
vanilla,0.47,0.11320754716981132,19
multiple,0.4,0.047619047619047616,19
vanilla,0.49,0.0392156862745098,20
multiple,0.41,0.046511627906976744,20
