method,power,fdp,seedB
vanilla,0.47,0.09615384615384616,1
multiple,0,0,1
vanilla,0.35,0.14634146341463414,2
multiple,0,0,2
vanilla,0.54,0.18181818181818182,3
multiple,0,0,3
vanilla,0.38,0.05,4
multiple,0,0,4
vanilla,0.62,0.1388888888888889,5
multiple,0,0,5
vanilla,0.48,0.07692307692307693,6
multiple,0.27,0.03571428571428571,6
vanilla,0.44,0.08333333333333333,7
multiple,0.24,0.04,7
vanilla,0.41,0.046511627906976744,8
multiple,0.28,0.034482758620689655,8
vanilla,0.34,0.10526315789473684,9
multiple,0.25,0.038461538461538464,9
vanilla,0.22,0.12,10
multiple,0,0,10
vanilla,0.42,0.06666666666666667,11
multiple,0.31,0.03125,11
vanilla,0.19,0.13636363636363635,12
multiple,0,0,12
vanilla,0.47,0.09615384615384616,13
multiple,0,0,13
vanilla,0.38,0.07317073170731707,14
multiple,0.25,0.038461538461538464,14
vanilla,0.46,0.11538461538461539,15
multiple,0,0,15
vanilla,0.46,0.11538461538461539,16
multiple,0,0,16
vanilla,0.26,0.07142857142857142,17
multiple,0.28,0.034482758620689655,17
vanilla,0.44,0.12,18
multiple,0.25,0.038461538461538464,18
vanilla,0.59,0.23376623376623376,19
multiple,0.3,0.03225806451612903,19
vanilla,0.47,0.12962962962962962,20
multiple,0,0,20
