method,power,fdp,seedB
vanilla,0.33,0.13157894736842105,1
multiple,0.21,0.125,1
vanilla,0.36,0.14285714285714285,2
multiple,0.2,0.09090909090909091,2
vanilla,0.36,0.1,3
multiple,0,0,3
vanilla,0.18,0.1,4
multiple,0,0,4
vanilla,0.34,0.17073170731707318,5
multiple,0,0,5
vanilla,0.19,0.09523809523809523,6
multiple,0.21,0.125,6
vanilla,0.15,0.0625,7
multiple,0.2,0.09090909090909091,7
vanilla,0.2,0.13043478260869565,8
multiple,0.19,0.05,8
vanilla,0.41,0.18,9
multiple,0,0,9
vanilla,0.34,0.15,10
multiple,0.21,0.125,10
vanilla,0.21,0,11
multiple,0,0,11
vanilla,0.43,0.14,12
multiple,0.2,0.09090909090909091,12
vanilla,0.35,0.14634146341463414,13
multiple,0,0,13
vanilla,0.4,0.1111111111111111,14
multiple,0.21,0.125,14
vanilla,0.19,0.05,15
multiple,0,0,15
vanilla,0.39,0.1702127659574468,16
multiple,0.19,0.09523809523809523,16
vanilla,0.48,0.2,17
multiple,0,0,17
vanilla,0.3,0.11764705882352941,18
multiple,0.2,0.13043478260869565,18
vanilla,0.24,0.04,19
multiple,0.19,0.05,19
vanilla,0.31,0.08823529411764706,20
multiple,0,0,20
