method,power,fdp,seedB
vanilla,0.41,0.046511627906976744,1
multiple,0.31,0.03125,1
vanilla,0.47,0.11320754716981132,2
multiple,0.34,0.02857142857142857,2
vanilla,0.58,0.12121212121212122,3
multiple,0.3,0.03225806451612903,3
vanilla,0.46,0.1320754716981132,4
multiple,0.29,0,4
vanilla,0.37,0.05128205128205128,5
multiple,0.36,0.02702702702702703,5
vanilla,0.56,0.08196721311475409,6
multiple,0.35,0.027777777777777776,6
vanilla,0.42,0.06666666666666667,7
multiple,0.32,0.030303030303030304,7
vanilla,0.47,0.09615384615384616,8
multiple,0.26,0,8
vanilla,0.57,0.12307692307692308,9
multiple,0.37,0.02631578947368421,9
vanilla,0.39,0.025,10
multiple,0.3,0.03225806451612903,10
vanilla,0.61,0.12857142857142856,11
multiple,0.35,0.027777777777777776,11
vanilla,0.47,0.09615384615384616,12
multiple,0.33,0.029411764705882353,12
vanilla,0.45,0.1,13
multiple,0.3,0.03225806451612903,13
vanilla,0.33,0.05714285714285714,14
multiple,0.3,0,14
vanilla,0.53,0.07017543859649122,15
multiple,0.37,0.02631578947368421,15
vanilla,0.38,0.07317073170731707,16
multiple,0.33,0.029411764705882353,16
vanilla,0.55,0.11290322580645161,17
multiple,0.34,0.02857142857142857,17
vanilla,0.27,0.03571428571428571,18
multiple,0.3,0.03225806451612903,18
vanilla,0.52,0.14754098360655737,19
multiple,0.33,0,19
vanilla,0.35,0.05405405405405406,20
multiple,0.33,0.029411764705882353,20
