method,power,fdp,seedB
vanilla,0.35,0,1
multiple,0,0,1
vanilla,0.33,0.08333333333333333,2
multiple,0.26,0,2
vanilla,0.48,0.058823529411764705,3
multiple,0,0,3
vanilla,0.22,0,4
multiple,0,0,4
vanilla,0.14,0,5
multiple,0,0,5
vanilla,0.52,0.08771929824561403,6
multiple,0.26,0,6
vanilla,0.31,0.03125,7
multiple,0.33,0,7
vanilla,0.42,0.045454545454545456,8
multiple,0.28,0,8
vanilla,0.48,0.09433962264150944,9
multiple,0.24,0,9
vanilla,0.43,0.0851063829787234,10
multiple,0,0,10
vanilla,0.34,0,11
multiple,0.27,0,11
vanilla,0.43,0.022727272727272728,12
multiple,0,0,12
vanilla,0.43,0.10416666666666667,13
multiple,0.26,0,13
vanilla,0.57,0.109375,14
multiple,0,0,14
vanilla,0.5,0.09090909090909091,15
multiple,0.22,0,15
vanilla,0.41,0.023809523809523808,16
multiple,0.29,0,16
vanilla,0.33,0,17
multiple,0,0,17
vanilla,0.26,0,18
multiple,0,0,18
vanilla,0.47,0.0784313725490196,19
multiple,0,0,19
vanilla,0.42,0.08695652173913043,20
multiple,0,0,20
