method,power,fdp,seedB
vanilla,0.93,0.0970873786407767,1
multiple,0.96,0.010309278350515464,1
vanilla,0.94,0.06,2
multiple,0.96,0.02040816326530612,2
vanilla,0.9,0.021739130434782608,3
multiple,0.96,0.02040816326530612,3
vanilla,0.92,0.08,4
multiple,0.96,0.010309278350515464,4
vanilla,0.9,0.05263157894736842,5
multiple,0.96,0.010309278350515464,5
vanilla,0.92,0.061224489795918366,6
multiple,0.96,0.02040816326530612,6
vanilla,0.92,0.041666666666666664,7
multiple,0.96,0.010309278350515464,7
vanilla,0.94,0.10476190476190476,8
multiple,0.96,0.010309278350515464,8
vanilla,0.94,0.0784313725490196,9
multiple,0.96,0.010309278350515464,9
vanilla,0.95,0.12844036697247707,10
multiple,0.94,0.010526315789473684,10
vanilla,0.96,0.11926605504587157,11
multiple,0.96,0.010309278350515464,11
vanilla,0.97,0.1415929203539823,12
multiple,0.96,0.02040816326530612,12
vanilla,0.86,0.07526881720430108,13
multiple,0.96,0.010309278350515464,13
vanilla,0.9,0.0625,14
multiple,0.96,0.010309278350515464,14
vanilla,0.89,0.043010752688172046,15
multiple,0.96,0.02040816326530612,15
vanilla,0.89,0.043010752688172046,16
multiple,0.96,0.02040816326530612,16
vanilla,0.91,0.09,17
multiple,0.96,0.010309278350515464,17
vanilla,0.96,0.08571428571428572,18
multiple,0.96,0.02040816326530612,18
vanilla,0.91,0.11650485436893204,19
multiple,0.96,0.02040816326530612,19
vanilla,0.93,0.06060606060606061,20
multiple,0.96,0.010309278350515464,20
