method,power,fdp,seedB
vanilla,0.99,0.05714285714285714,1
multiple,0.99,0,1
vanilla,0.99,0.05714285714285714,2
multiple,0.99,0,2
vanilla,0.97,0.020202020202020204,3
multiple,1,0,3
vanilla,0.97,0.0673076923076923,4
multiple,0.99,0,4
vanilla,0.97,0.03,5
multiple,0.99,0,5
vanilla,0.99,0.05714285714285714,6
multiple,0.99,0,6
vanilla,0.97,0.049019607843137254,7
multiple,1,0,7
vanilla,1,0.05660377358490566,8
multiple,0.99,0,8
vanilla,0.98,0.08411214953271028,9
multiple,0.99,0,9
vanilla,0.99,0.0660377358490566,10
multiple,0.99,0,10
vanilla,0.97,0.05825242718446602,11
multiple,0.99,0,11
vanilla,0.98,0,12
multiple,0.99,0,12
vanilla,0.98,0.010101010101010102,13
multiple,0.99,0,13
vanilla,0.97,0.039603960396039604,14
multiple,0.99,0,14
vanilla,0.97,0.03,15
multiple,0.99,0,15
vanilla,0.99,0.01,16
multiple,1,0,16
vanilla,0.99,0.12389380530973451,17
multiple,0.99,0,17
vanilla,0.98,0.0297029702970297,18
multiple,0.99,0,18
vanilla,0.97,0.039603960396039604,19
multiple,1,0,19
vanilla,0.97,0.039603960396039604,20
multiple,0.99,0,20
