method,power,fdp,seedB
vanilla,0.88,0.06382978723404255,1
multiple,0.92,0.02127659574468085,1
vanilla,0.95,0.15178571428571427,2
multiple,0.93,0.021052631578947368,2
vanilla,0.88,0.12,3
multiple,0.91,0.021505376344086023,3
vanilla,0.93,0.17699115044247787,4
multiple,0.93,0.021052631578947368,4
vanilla,0.96,0.2066115702479339,5
multiple,0.92,0.02127659574468085,5
vanilla,0.92,0.12380952380952381,6
multiple,0.93,0.021052631578947368,6
vanilla,0.89,0.05319148936170213,7
multiple,0.93,0.03125,7
vanilla,0.91,0.10784313725490197,8
multiple,0.93,0.03125,8
vanilla,0.98,0.20967741935483872,9
multiple,0.93,0.03125,9
vanilla,0.86,0.06521739130434782,10
multiple,0.92,0.02127659574468085,10
vanilla,0.94,0.15315315315315314,11
multiple,0.92,0.02127659574468085,11
vanilla,0.92,0.11538461538461539,12
multiple,0.92,0.02127659574468085,12
vanilla,0.95,0.17391304347826086,13
multiple,0.91,0.021505376344086023,13
vanilla,0.95,0.08653846153846154,14
multiple,0.95,0.020618556701030927,14
vanilla,0.93,0.1388888888888889,15
multiple,0.93,0.021052631578947368,15
vanilla,0.93,0.07920792079207921,16
multiple,0.92,0.031578947368421054,16
vanilla,0.91,0.09900990099009901,17
multiple,0.92,0.02127659574468085,17
vanilla,0.92,0.11538461538461539,18
multiple,0.92,0.02127659574468085,18
vanilla,0.94,0.11320754716981132,19
multiple,0.92,0.02127659574468085,19
vanilla,0.91,0.09,20
multiple,0.92,0.02127659574468085,20
